cluster,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok,subclass_id_label,class_id_label,cluster.markers.combo,descriptor,neuron_type
5293 ABC NN_1,1.7414077055590382,2.2159317609342044,3.014318484855515,1.3525662531082627,3.0028368357149655,2.5513151224830217,1.649901406411051,3.075342865985914,1.1397288098420832,0.02136651065571273,1.0230851188958372,0.7628015258378344,1.119174327196927,1.327319335781925,1.1102660522958778,2.79782838027979,2.4797585014417938,0.02030448617981853,3.980363438218881,4.028163020023514,0.12559641593821091,0.5734950410989136,1.183025709373138,0,1.7972819466769792,3.0768035776657925,1.4926732648255192,1.234288433442108,3.409184607557138,1.2318706808043538,3.0640762626249676,3.609304489552683,4.192116419992867,0.840552923535445,2.842030546210135,0.3139277570204867,3.4127312243276475,1.7376587978195015,3.582677366682989,7.029982169339552,329 ABC NN,33 Vascular,"Slc47a1,Pde11a",arachnoid barrier cell; non-neuronal cell,NN
5294 ABC NN_1,1.9457560760874144,1.99087148317149,3.900909443976174,1.6719827752717784,2.530423862833372,3.3209712203119843,1.9978240510107763,2.6284867676211077,1.784676283178195,0,1.3990137543476804,1.201615340273145,1.085673453102649,1.609294521976525,0.6725882107103375,3.2871127531562054,2.5392286911816666,0,5.188491539216377,4.660123583296655,0.24527374455626583,0.902723836227202,1.2373895242180624,0,1.904344276643135,2.0693545475812027,1.736969507915873,1.3850433860026614,3.0937004425156283,1.450490226208324,3.7758772608260034,3.649099739504532,3.107473994644595,1.6503509064795263,3.415176935598884,0.42466516897711953,3.8094900023769327,2.348037598838269,4.141596559067847,7.752487740046542,329 ABC NN,33 Vascular,"Slc47a1,Dapl1",arachnoid barrier cell; non-neuronal cell,NN
5295 ABC NN_1,1.8653157666928504,1.640805045993342,3.606169350574471,1.8373136534167165,3.92988465424907,2.727203953472865,2.0246546282244555,4.000292773880711,2.505534939683242,0.03435820099935366,0.9046007663528354,1.2566689769656672,1.333020681590703,1.2881872309425664,1.3599406253395745,2.730502983049161,2.5233663961377446,0,4.190644284893323,4.229887270513987,0.02922174145031526,0.28817885459502995,1.6899206707243286,0,3.222625696590181,2.0796247217696524,1.928757651003799,1.3280381756710868,3.874870267217559,1.9719048883184531,3.5026863544662565,4.07731900738843,3.162901351906661,1.1539247945553994,3.838467203812792,0.2612674939150066,3.5224490606715912,2.9390663976614184,4.526290978999496,8.043055192583559,329 ABC NN,33 Vascular,"Prg4,Cubn",arachnoid barrier cell; non-neuronal cell,NN
5296 VLMC NN_1,3.2375204455745115,0.5751055339435199,2.6909024522111222,1.5567229116285168,3.0208557017214663,3.0812042081678235,1.0793690208916191,2.6972125929755135,1.086580718959774,0.04424371805276957,0.9928642865773794,0.2126141539565078,1.2382964744224203,1.14967392586373,1.1378083658647966,3.491924797092472,1.578016405707007,0.05800361891050596,3.943857532363754,2.6499373676540614,0.10719086243225648,0.06192014883230398,1.4461394430280805,0,2.3720616649936987,1.401093427125398,1.451451129741497,1.185644313021823,2.497897702294427,1.372304766027777,2.9576634329718514,2.809057313042718,3.2171090486887337,1.4832306122994638,3.1501157949636647,0.39714612187565984,2.8614502855249353,1.7179632143931345,3.847046950915912,7.265081165073155,330 VLMC NN,33 Vascular,"Igf2,Tagln,Fn1",vascular leptomeningeal cell; non-neuronal cell,NN
5297 VLMC NN_1,2.0926781081091717,0.2810699139101386,1.901392815506746,0.9393276248217072,1.8771667064673825,2.09288535799299,0.98355719596424,1.657127046850484,0.6045860633779324,0.02394010317347708,0.8596876379731414,0.49080106986475786,1.1419730089148696,0.4682090428410744,0.6161949851296165,2.721143304085245,1.622418185996655,0.01222514309998124,3.0340725044151404,2.5426499865714165,0.10895405806504288,0.04120240361880725,1.0276911059646747,0,1.6395225657602852,1.653595513005867,0.980424318331292,0.7612434344742869,2.6796747793293174,1.0388852731637477,2.565731889905204,2.415710971174081,2.4740260996491212,1.0657123634678092,2.3549309749992524,0.4193059402847998,2.365788665905954,1.055867894903406,3.0584679976907423,5.840180604046484,330 VLMC NN,33 Vascular,"Slc6a20a,Sh3gl3",vascular leptomeningeal cell; non-neuronal cell,NN
5298 VLMC NN_1,2.693352405480897,0.3231521070809308,1.9514295655359553,0.8777369941076946,2.0456418602352304,2.022481448139533,0.903343932250639,1.5515962828870975,0.583588114531008,0.02412719542938195,0.35768748404109446,0.4201632833344094,1.1851076878567597,0.5277492131721968,0.6503330634686362,2.504982913141122,1.2117625402163794,0.00806587497409569,3.1789174333843526,1.8002573669274191,0.1353044384866892,0.07838566407762752,0.9206492714293908,0,1.629587966171946,0.6253024968198458,1.0411860871539649,0.5416329947225094,1.9771611726660063,0.8098956660528936,1.8509494714295456,2.011334086577944,2.046851920378301,1.3516366269831674,2.3065405423306187,0.3580561602325627,1.6112522563207643,0.9586354753415344,2.533543375758351,5.748505143248024,330 VLMC NN,33 Vascular,"Igf2,Grem2",vascular leptomeningeal cell; non-neuronal cell,NN
5299 VLMC NN_1,3.0778413739385484,0.5869273656531225,2.3732125668586055,1.2298648870443996,2.4939342224145236,2.442248297643058,1.158563420742373,1.9889239525493188,1.0008606246755094,0.07701853709884837,0.4821919881844822,0.4422153898432285,1.8671933563449712,0.6620660039443004,0.6193875994863389,2.2393065555186213,2.026315900343883,0,3.3487342837490615,2.2405556802508197,0.09577980524376978,0.12047182457356512,0.881965614572356,0,1.7762393966505798,0.8397576703300959,1.2614593566218508,0.8661665252492398,2.3713226273090027,1.1546606911888606,2.436530817913104,2.8923399659651743,2.052377273764791,1.5628480579279649,2.8194306394721886,0.3609832766689832,1.965793420996847,1.6763234576092492,3.492533529861064,6.711228880701186,330 VLMC NN,33 Vascular,"Apod,Ranbp3l,Ngfr",vascular leptomeningeal cell; non-neuronal cell,NN
5300 VLMC NN_2,3.043878603892721,0.5006179399551101,2.476794385606316,1.2455323638430067,2.522501666075105,2.1930531893566156,1.2350186086764,2.5891442602607095,1.2546022454644463,0.02194329887438731,0.13161044211903955,0.47787308389214195,1.723245640469205,0.6759089117596864,0.7035809869219543,2.1511429145837284,2.189728278263359,0.01610850984123861,3.635225046971801,1.793587368764695,0.04216414652052958,0,0.755704847870359,0,2.2753263309503056,0.4993968541455117,0.9876396807895343,0.786878420289155,2.54277679115344,0.9025341219203488,2.561006240783983,3.3332331241316098,2.1844059509836184,1.6867209726078496,2.996113886499101,0.1379863532485476,1.992576176953164,1.0578311871571149,3.3104759766038057,6.993554883701786,330 VLMC NN,33 Vascular,"Apod,Mfap5,Scara5",vascular leptomeningeal cell; non-neuronal cell,NN
5301 VLMC NN_2,2.757370840185736,0.26897660098628534,1.7934317462114724,0.9633166217142956,2.216072951916506,2.107974140929588,0.8681467920713899,1.6537371777918966,0.7542860351895937,0.00778895825388617,0.1617344713780253,0.44537020500779473,1.1525150963008794,0.6502626981467158,0.6584279460084406,2.627882382022357,1.6969294084417486,0.01242306951288539,3.3805547713498956,1.3816877077027014,0.09365845534449868,0.04266445242904175,0.6565881429105985,0,1.5619444139287433,0.3059685769152724,1.0322867354200949,0.5034468361263694,2.130420740448515,0.975587433101491,1.9526455361061843,2.5851564019011866,2.1978351141702315,1.886605411756484,2.1411226066571727,0.23059221107224387,1.889369573325068,0.958594747263512,2.7522078393099627,5.8027873185216166,330 VLMC NN,33 Vascular,"Igf2,Srpx2,Tln2",vascular leptomeningeal cell; non-neuronal cell,NN
5302 VLMC NN_3,3.1646757590032255,0.2711358956531086,2.889707713000542,1.5530563540163294,2.9907261080446497,3.22744856471509,1.760884782909292,2.5440423678507846,1.568595481129874,0,0.47161107780659095,0.4658114298255043,1.516205707482532,1.2291072111214156,0.7477612833006192,3.4171688282384283,1.579577897502258,0,4.81125703322149,2.201049779368713,0.19729608772075283,0.7326135593177998,0.654899230045555,0,3.4836484689628127,1.073199267935964,1.2100942493539997,1.4202020695779176,2.51562318548692,1.2313091269636576,2.797074123821427,3.4628364849934536,2.6563961189405054,2.489852200567195,4.879957941781103,0.16191037777250847,2.100415930283808,1.7648300196217224,3.3669585675264884,6.770579650338772,330 VLMC NN,33 Vascular,"Cfh,Dpep1",vascular leptomeningeal cell; non-neuronal cell,NN
