subclass,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok
170 PAG-MRN Tfap2b Glut,3.5653607903093034,5.098690564401269,4.206949148107977,1.5891108688835485,2.887872759747869,3.879714394252025,1.767687515950151,3.769421929043103,1.9170968657874854,0.026381046683699998,0.20324275163783487,2.038205729265878,4.517535953934676,1.7560560119567614,1.0227957675659578,6.273191123876177,2.3892985512228573,0.10621820484371226,7.136641522378444,5.638492475927266,2.2399379320783552,0.7780715593974834,1.7287934323801195,0.0,1.0647990542559322,3.7729862850475935,2.373059669740839,1.8839026149971034,6.538418698284881,1.455468690408341,3.287437601286861,3.811796553449174,4.6545044816786945,1.8578025328567604,2.9485388094952945,4.3446734060649,2.3045361220576925,3.1406868135227874,5.359068460324231,6.246539293486049
171 PAG Pou4f1 Bnc2 Glut,3.4401142002650396,5.533931072181407,4.404163541597239,1.6091941630438742,3.162397743050569,3.7455713560738233,1.6508917556808724,3.6756015621039544,1.7263778612924137,0.03773618763328618,0.1252213584052192,1.9295135159298307,4.401916496594268,1.4262219090267545,1.0266860649776315,6.273962930316839,2.442704667392959,0.18485387262236,6.982384898663766,5.663479981439206,2.0860785480238433,0.6506021141466511,1.5845919084524978,0.0,0.9447747329301485,3.5175988284590978,2.473238560229225,1.767356842591452,6.6433025509223915,1.6478918932861513,2.985162121138422,3.7258522856948724,4.693717863524961,1.9523205538980322,2.825972885148138,4.816640812766917,2.3727604104622695,2.954098909209277,5.245942248957669,6.199292618165129
172 PAG Pou4f1 Ebf2 Glut,3.4160117334052815,6.421872536263977,4.2848090283893905,1.4738625399094796,3.055464961930011,3.4396628001469067,1.7545756793320593,3.7518704816927,1.886172301845524,0.0306924866701532,0.18036428346753286,2.037753039076199,4.8028986029565255,1.6042350212290821,1.136813853811654,6.125647187133492,2.71127649616963,0.0901676438614125,6.939495541223731,5.517407671102065,2.711886032532916,1.1690311110898417,1.5546024682956212,0.0,0.9053731154665994,3.4036428398482492,2.299095660721642,1.6971890697558831,6.631673997433361,1.579706529350705,2.748011188248434,3.8064976676946225,4.760619355740236,2.0660217532527962,2.966814020644972,4.59896183673795,2.570737690322091,3.175724806507042,5.2313609070174385,6.151048392447046
173 PAG Pou4f2 Glut,3.26294489132206,6.296764936854499,4.186436772021479,1.4930765729931332,2.9753422644310956,3.3361842866667617,1.6112266507375532,3.6585107469370928,1.867704899626694,0.02119743336478496,0.13343598845509896,1.988796966323633,4.936980571143016,1.404769856725379,1.0310201368993501,6.053184545390428,2.2819125581170456,0.09643019036573557,6.882773196108592,5.448669400622505,3.132741231912557,0.8913741501054414,1.3974388085939926,0.0,0.918917904583406,3.3150064870466864,2.354013678775488,1.7794127784617486,6.47520863081751,1.4137941043111852,2.6627361741942805,3.414103520671298,4.553884261306652,1.6832405129045258,2.811496895539042,4.778784915556585,2.310749040015428,2.8420508577404004,5.10197767240645,6.0234459665680395
174 PAG Pou4f2 Mesi2 Glut,3.1874302886808077,6.47267940229464,4.240424540495666,1.4300490434569952,3.1315358932606343,3.5792023039784744,1.5990879290023123,3.744516863984513,2.0498216914980314,0.03344258818690283,0.1612797606357728,2.190501641156262,4.6865329469067545,1.22585361073391,1.1200527179607545,6.209463434767967,2.4454398325242988,0.08050903680288857,6.998681548639392,5.571750376899004,4.085941601494714,0.9451496640089649,1.5760605715221077,0.0,1.075370531649548,3.7392761760851454,2.6483972388707904,2.103717737727695,6.553847137448166,1.6758503116802308,2.8438108566241342,3.392227719250958,4.691524968784188,1.8236278794805678,3.0291660512123078,5.083161395163494,2.382324432885205,3.0426006134426244,5.167883993839071,6.1773784336750674
175 SC Bnc2 Glut,2.9517550692213783,5.158193072783311,4.147069611958279,1.3409896622953343,2.696941743904799,3.2303632669236353,1.3529420307888362,3.0043835812207416,1.5383818075513613,0.006601840720476129,0.06734796603896342,1.6958728224582402,2.824495689036635,0.824184883614797,1.0465489422284937,5.906664296471534,2.1335721780608266,0.0451367215318184,6.52064645298424,4.923202398739337,3.2981018221595657,0.39733743152450984,1.2217375027980457,0.0,0.9177002726496272,3.3396988921194444,2.0610874832521655,1.6584108109252023,6.2873396442034695,1.4060367724929284,2.3733744086807116,3.139853216360583,4.642973942663281,1.6356358415447805,2.8337959573528075,5.220110182662335,2.2453533307190767,2.7700611155714077,4.756020599084477,5.667451445111385
176 SCig Foxb1 Glut,3.198040875751642,5.091845428945391,4.050323613744807,1.1394031036221732,2.5514583579562116,2.9469244887866437,1.3239948533373247,2.911092213081361,1.602900959055947,0.0046548673260551135,0.0803229253797884,1.9078261948222346,4.5449788042811115,1.0217717044317984,1.0073250752712937,5.702761057184875,1.9642056698611436,0.033957401735670495,6.250862149701574,4.84314921934591,2.899264919429196,0.6872265275628733,1.160709098185759,0.0,0.8547052774706299,3.2173460154130575,1.791997658578973,1.7616929178056544,6.193928197300858,1.4373336638318883,2.4355715846973203,3.2883801805785002,4.02507291577584,1.5103888472993343,2.7328038898239124,4.835248064400787,2.0526232556679527,2.4174176178093805,4.777416232692691,5.687808866752524
177 SCig-an-PPT Foxb1 Glut,3.4827495321171686,6.162451326847076,4.144057667731373,1.1663686836479796,3.0657540144375144,3.040841937930528,1.6953607997747169,3.375110398078787,1.8571584854281749,0.010708911881905502,0.04170094514282559,2.1405517157106346,5.330470948491901,1.427400575791859,1.0060684395355668,5.946598259160826,2.3695533040863634,0.024635712377821684,6.453408084633995,5.606450823171169,3.1151291063822764,0.980693457022769,1.3182031853012943,0.0,0.9365586355031078,3.8957026513215633,1.950711032872624,1.5370904075255627,6.279744290396868,1.84909059650885,2.456380211073777,3.470448144550981,4.5354226107173305,1.674028922879761,3.1179178887183783,4.424756690075523,2.6672569741571013,2.6028662127072497,5.016516074078486,5.812247783865124
178 SCig Foxb1 Otx2 Glut,3.556485030169044,4.386111938236841,4.04729692141215,1.1072025129703875,2.0406717485417434,3.1721850978872164,1.644177361264255,2.9024722028951175,1.6024210791770226,0.016130628481588728,0.05479144398631945,1.9128259921985897,4.602880631639658,0.9189829122824748,1.0173413388716066,5.625847545477862,1.8183714887483524,0.02694834516348083,6.248505153291212,5.210796214192292,3.6270706770850007,0.6015797299765498,1.134040366105043,0.0,0.5471858326854602,3.8963434956764265,2.0306514221462395,1.4894794010725179,5.987017519487058,1.4747039776682203,2.159335016552868,3.510464562744391,4.164727594031662,1.0936595181949804,2.8678806375284664,4.597930592917353,2.0898410961276195,2.056082915738632,4.579206697276382,5.362895581240211
179 SCdg-PAG Tfap2b Glut,3.3986129138484675,4.959093413034348,4.158350035914144,1.42982191552032,2.3766695275298533,3.3798022891098536,1.5378926606398866,3.2234093452575614,1.6341265514195136,0.019861492274625855,0.1468089735215218,1.9843295830988599,4.7052313039671825,1.5477909282028572,1.0292463898999156,5.897708114523809,2.030491003235839,0.03233085857807467,6.633617611083897,5.460803458923479,3.2281789354839576,0.6560494543006936,1.2954096128299262,0.0,0.8157941475382946,3.507348367651826,2.064021856018232,1.7974067639787152,6.330149330866806,1.3000904519785343,2.645337679262232,3.2349113925125583,4.341701269285942,1.6577775188339294,2.743188112412501,4.65412223359505,1.8692177965054166,2.810517759203298,4.9010486714435535,5.8747404971032875
180 SCiw Pitx2 Glut,3.0326343230143618,5.716715250023586,4.4303487542153865,1.1273600880273744,3.4146209171156103,3.1090556935071163,1.62176081151115,3.4397919629760456,1.8805389387121993,0.006200836933588154,0.05384829205161384,2.1035207384826053,4.591828264021192,0.7415258782941997,1.1064570056275753,5.795750473087414,2.378664400816432,0.05719598540310463,6.578557500774697,5.851019879871777,4.119206858732586,0.6258980212474957,1.5494523638071802,0.0,0.8704559139434075,3.20626719558481,2.2574069161155914,1.985129587464498,6.283377047372005,2.269090157412879,2.7818714462235308,3.630439304571645,4.259421564194605,1.7221746086631897,3.3745169014525813,4.459365622181737,2.7748436948613446,2.8287572103461645,5.157959022159739,6.364880815184135
181 IC Tfap2d Maf Glut,2.9952041898610164,6.951755191948295,3.9266591450018544,1.1078621326515885,2.9043173116897587,2.910810601559508,1.505187791849001,3.4901296832488624,1.9745708472213672,0.006061690909645087,0.11672136725374084,1.9271245618309882,4.48136668019364,0.852490506236193,1.0254908516141632,5.979602303530691,2.2028350435961714,0.055358727737599096,5.600266602995161,5.199328701522226,1.4583240354103053,0.6826442888199135,1.371103641660523,0.0,0.656357438601976,3.9450359137326236,1.9886637263591644,1.47242662637013,6.348061521452391,1.8601299331973247,2.331050561785007,3.921627741875216,4.647692326492662,1.7496146822705596,2.897569560092868,3.4669626817109416,2.407499943598245,2.5669891682021677,4.640533190481717,6.026933878900841
182 CUN-PPN Evx2 Meis2 Glut,3.4318658369533708,5.871249127354086,4.387782942282187,1.2506452285039475,3.567355702849235,3.563738968972631,1.9814493791137955,3.88670876707834,2.404944226819794,0.026129878601681967,0.20904296824806615,2.0437316456356562,4.668375105471225,1.5281690968558257,1.130816344889265,6.285283178082571,2.3978278321527995,0.09783829008023735,6.9936126224686035,5.774531888961792,4.0272552899242635,1.0348110176591072,1.7991836451534526,0.0,1.1243267694882952,3.7039233242295375,2.817206376579035,2.016577509490728,6.441560152957314,2.084948234978645,3.057793967516968,3.510982336258651,4.762586722977639,1.8606584637127763,3.3692084056045726,3.798291946644464,3.1220247740087603,3.247926390866297,5.394509498221776,6.410854621564342
183 PBG Mtnr1a Glut-Chol,2.259345838001796,6.877382942608425,4.95672151020595,0.9480907831873212,4.504340035574777,2.949783946786608,2.178414387362344,5.570493928023747,2.8750344855444774,0.0,0.3055592434746878,1.233898401260376,4.882008007594517,0.7483286346708026,1.1055501443999154,6.297162055969238,3.242463563169752,0.0,6.069102644920349,5.425122465406146,2.8713567001479015,0.9604689989771161,2.9496007902281627,0.0,1.4632629411561149,3.9494994963918413,2.5216276901108876,3.3187408106667653,6.902417744909014,3.168625925268446,3.6733392817633495,4.884345480373928,4.805809072085789,2.523382467882974,4.8981538500104636,5.2597483822277615,4.250878385135105,3.3227857606751576,6.094580156462533,6.824341535568237
184 PAG Tcf24 Glut,2.9220196625282027,7.403582392067745,4.735012572387169,1.6980795531437314,4.314781271178147,3.5886509336274246,2.5586007874587486,5.304326764468489,1.9408078522517764,0.0,0.14699523202304182,2.416040067015023,4.854514253550563,1.6324313920119713,1.511213647908178,6.1632515150925204,3.023429040251107,0.0,7.418895836534171,6.263475598960087,6.961415849882981,1.6017464276017814,2.728010629785472,0.0,1.7329447680506214,3.315738612207873,3.7299763991914947,2.2992741403908563,6.956902060015448,2.1734543751026023,3.7513098305669326,4.218339369214815,4.635812512759505,2.609525935403232,3.9560472883027176,3.6448569297790527,3.6332527851236276,3.840265027407942,5.815543668023471,6.832538571851007
185 SCig Tfap2b Chrnb3 Glut,3.4099886685977747,3.608713056202288,3.9528947557196203,1.1490075106238142,2.207321833313247,2.5359716610408123,1.1702593311115548,2.6373511674227537,1.3171367119123907,0.0,0.07407166118975039,1.6856673396663902,4.466779590020945,0.6126402531876977,1.0277343057555917,5.027942382259133,2.01173088763967,0.01854880209322329,5.970323043840903,4.697479690298622,1.5788799259397719,0.2518603102660473,1.0399784935109408,0.0,0.8028633248658827,2.8988081503797463,1.4366395282156674,1.9837290788138355,5.992059425807294,1.5748127121248363,2.582825590798884,3.3055561276865593,3.889686464895437,1.3299911125206654,2.619481548850919,5.351180228554172,2.3794592685169644,2.1932113222133967,4.518950180139071,5.623919115390307
186 SCop Pou4f2 Neurod2 Glut,3.130815924122962,4.398169308706047,3.7890373382693023,0.9036193844539667,2.6008374278062307,2.70646064629482,1.2755670202064098,2.747157710310161,1.383879835309546,0.0,0.04113872690138474,1.7639806992607698,3.5011749958420633,0.3182473073597827,0.9786430511599272,5.761742501477011,1.9673657588709415,0.005894901965438411,5.7849247221853215,4.957555501289617,1.0116235409946484,0.7390892531617275,0.9729165771168561,0.0,0.6517810073553347,2.898680617866433,1.37182100665855,1.4324527189362801,5.8116513945178525,1.4401498731704578,2.0940011168357335,3.491250592898699,3.699207617047046,1.3913541053115412,2.827099700379216,5.350559570171215,2.2950764663338923,2.3259357003604664,4.172271976283953,5.59797661340834
187 SCsg Pde5a Glut,2.59272974089069,3.6471301706491634,3.554930128547397,0.990111716597853,2.5438147504612987,2.443621801138281,1.1687159533987357,2.6231656248645847,1.7133631751909115,0.006776565208081106,0.05422202001535689,1.5058268009278275,3.073535649015032,0.5794127811681935,1.1263099652997963,5.260756148509871,1.8526189316535775,0.022215153849149884,5.294319599982829,4.557294954764061,1.6693649476104708,0.4813744931904651,1.000224125167632,0.0,0.5578856258398043,3.0839678024467827,1.4996394554464734,1.314556939628302,5.483364870790163,1.6665867458949792,2.1620445785962046,3.6204238146302656,4.029142266010603,1.3977634509285564,2.8336985166184885,6.113319676424065,2.0837458522331924,2.428764950262148,4.427669962592127,5.3790092472543405
188 SCop Sln Glut,2.5671558817535716,5.94239738352539,4.838956147509336,1.2548704831945188,3.3617215477680977,3.19072941831224,1.83792766589835,3.6668247418040143,2.2185639313949173,0.003906298592417123,0.1614368930651544,2.0916070713245283,4.880108465211952,0.3853270704124017,1.6070735443778124,5.869479713744895,2.4873108209257593,0.029180839465262044,5.605274841304897,5.522383860916438,4.173363223787426,1.1395811065068848,1.5366316967540317,0.0,0.8602165574405236,3.3350509012392324,1.8087526197889363,2.2465025997439096,7.054116333331865,2.364733370622615,2.3200139257796977,4.37925689888863,5.055408103752506,2.0534096677481974,4.310722862180198,5.758278318538839,2.4824872054640945,3.327616582930242,4.979385063629742,6.52601248634262
189 PAG Ucn Glut,4.307689625283946,7.008440183556599,4.41730727320132,2.2478011380071226,3.7789242993230405,3.9695884248484736,2.6998081932897153,4.475360186203666,3.5627715380295464,0.1663535159567128,0.64697613923446,2.5796968418618906,4.1070093901261036,2.2106442140496294,1.1400510435519011,5.88393497467041,2.60739485077236,0.0,6.932803361312203,5.321185091267461,1.3773163919863494,1.097810061081596,2.008312225341797,0.0,0.6089490392933721,3.2893834632375967,3.4693347993104355,2.3223522331403648,6.068485591722571,2.761096498240595,4.222825112550155,4.486555317173833,5.340174146320509,0.8015091108239215,3.7183462640513545,4.197869777679443,4.239078293675962,4.0395877050316855,5.857091654901919,7.053803298784339
