class,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok
22 MB-HB Sero,3.528507835770272,5.913302857026953,4.3448947660340975,1.536070998761099,3.781405680177662,3.6566635391524627,2.3842266849261033,4.762363226164286,2.795592897806531,0.020302470679797492,0.4528697586020897,2.2717472630985753,4.213427271092701,2.698471015193843,1.2690518889500664,6.162078172911112,3.2746496097111453,0.18011565394065096,6.930798016422083,6.148937669693699,3.765032342557296,0.833852456240565,2.3692322203712743,0.0,1.295161867953855,3.9708156493845164,3.0350697712499923,2.5783742217638586,6.578285831217832,2.401179627587132,3.2561215694996757,4.147388935282476,4.940166017144846,1.3669256874921354,4.009326267899872,4.5365544836016465,3.806749459697479,3.61290610281317,5.643379608693397,6.697385885806366
23 P Glut,3.5167711467906497,5.452928456704956,4.323639573313307,1.4222934517715118,3.411854130842137,3.4889114155287104,1.859263256162173,3.8536255215484765,2.2262217533407966,0.016688526607203314,0.1761302854149529,2.2143764701449475,4.717469867348167,1.435087342528549,1.1435308474323729,6.2148878343613285,2.645811523151356,0.11482160511551293,6.662536848346617,5.916493822292712,3.215324459493158,0.950921816830201,1.6956605540572083,0.0007771464415191685,1.044843871654816,4.171200722256927,2.6884235884131957,1.8849710744817008,6.608363392418733,2.0273178122107023,3.080216255036474,4.049481880116905,4.852229354127435,1.7026629217273184,3.304686007827411,4.39857352389105,3.0753769650975835,3.193380682731209,5.375748255222403,6.232525669114559
24 MY Glut,3.609055865820693,5.747736263772014,4.335270257832866,1.3618521954383707,3.2466377237110327,3.382213454592251,1.6921024405955836,3.821792935552937,2.0552789032366205,0.01899704049192162,0.14276559465492325,2.2057194843170356,5.488634624118678,1.494652242194471,1.1150417367872647,6.161751741608672,2.6694750024165845,0.09935989356684112,6.566265279663392,5.785413872532148,4.132773119375882,0.6615151670924961,1.7048128877023516,0.0004874242138499914,1.006429780504696,3.6981195112686205,2.4771648904958097,1.7178219527247442,6.391281770776049,1.951315165319132,2.8374944626365277,4.067676266488896,4.794717388103217,1.831805041935416,3.2261711368242936,4.359637048679625,3.1197828236425362,2.940403099937454,5.33058868268907,5.942344499881702
25 Pineal Glut,2.1861855236310808,1.0099689175212194,1.7124189526315718,2.4417598900340853,1.9896529562889584,2.1329939885744973,1.4764523761613029,0.833340565363566,0.7272886264891851,0.024718837132529606,0.2073377285684858,0.39271385802163017,1.0777129284919253,0.3011177115970188,2.3491953516763355,3.7585280121318876,1.040841139498211,0.024417540383717372,4.74607057893087,2.474711392607008,0.38460909563397605,0.08939065062810504,1.2370539080528986,0.0,0.4346870638075329,0.6048789412256271,0.9249292129562015,0.9924816612213377,2.995232784558856,0.8631937797107394,1.9953495358663893,5.857281191008432,2.7206757399770947,0.5968525494847979,2.0960773437742204,0.9418125597257463,2.7784668036869595,1.4176656490280515,2.7715058695702326,8.231591006120047
26 P GABA,3.259608629280112,5.281466005863936,4.166947345892698,1.049634005649838,3.421500681981254,3.1828760324014858,1.5945042033461219,3.428431665863151,2.047859749250762,0.013410244910277837,0.09621487052726424,1.9960632355369152,5.088247180987995,1.032946198408785,1.094200003351255,6.14032153731394,2.5062308625326315,0.07405994578681227,6.340139529486287,5.9375088011452695,3.5286830407634153,0.8616373361036068,1.4263479591631292,0.003877973893981257,0.9836125764872289,3.822456376512228,2.495845603669125,1.625278918752337,6.106380972840533,2.1212698635365435,2.7342967201810797,3.5958712538032263,4.596804000889324,1.6287426282471504,3.3708102916309555,3.6486020958755176,3.2456102381717282,2.8006934884702948,5.193598551595847,6.090454921573268
27 MY GABA,3.4663488560496467,5.354865804615669,4.274008566255825,1.14781716829633,3.5841192950224983,3.4473890404510703,1.6414501893409774,3.32987686096933,2.1423662280060114,0.014021368064810516,0.12042220896156629,2.1894626385748133,5.375356926140312,1.1772676601637801,1.0917940308469314,6.238391461051297,2.7853876209485207,0.09051912236222989,6.546930743088321,5.90974757176139,2.7713012079923307,0.6227229798352942,1.7376790621069456,0.0007098707454642804,1.1426479183440486,3.873933520127694,2.6481090992172907,1.8355416705123029,6.423664825286343,2.179487115049716,2.919135888691927,3.957085957283381,4.699163280522962,1.8076587155345452,3.5970267423266913,3.904997685324129,3.552382051867791,2.972151200754369,5.39607625592242,6.306142109730369
28 CB GABA,2.5897300306815105,0.5029883180662297,3.048986178371026,0.8977183323102345,2.7136223037542715,2.2353470854471955,1.0374886731143038,1.6802222044926929,1.7921845271531243,0.0018350781604303803,0.06995760499488575,1.7951771677231532,3.203889371072311,0.1915102660369739,0.8260635564585365,5.465037504507704,1.874817594548975,0.01464661601761413,4.090570232596666,5.48353160576777,0.13905872289789922,0.39332978350673187,1.1781349329203188,0.0,1.0128351481196445,3.8601139768407147,2.113591368054206,0.973978935725071,6.2787567317702235,2.0878523652967695,3.3671991723687666,3.8189921624554466,5.232248750741268,1.7134150139260533,3.631971534666935,1.20737504685902,3.020591324045821,2.2926188304386774,4.205634555556757,5.738603889046226
29 CB Glut,1.9325982117256504,3.8799956863158607,1.7219506999024419,0.5709689127339996,1.533942128144245,1.3834703422840682,0.7355038377528454,1.840905115656543,1.0717295609096609,0.0033120758948825503,0.06273070965313637,1.2200923633665328,6.032865271846008,0.020856591113654194,0.5876477534496601,5.040827167020125,1.8943870880280291,0.01800612405891035,3.0686760728027007,4.093935375198214,0.3008231127549186,0.054945604557159924,0.693402971038355,4.716868938082542e-05,0.36268670226610716,2.5839191535435893,1.5184530854764153,0.31630183214124336,3.4324523103824642,0.7168609503656995,4.004987408862641,2.7819313020802015,4.1497338975111,0.5781356960789763,1.8265774944743591,4.5809332418108575,2.0253580654442827,1.3629897180347763,3.20584772220738,4.485899797653849
30 Astro-Epen,2.0154149371277192,0.6775769126770894,1.0644125240424767,0.944189718538518,1.3053702131996947,1.3989987081068564,0.8179363796436395,1.1828852075892486,0.7331555576045418,0.001595238911300008,0.4414658882138914,0.8704252781969116,1.4888010996336767,0.3182970209541044,0.5785440768050768,3.3275274571004987,1.8404088551381295,0.012095774094124427,2.8571006405706947,2.928572501888946,0.09334789044437292,0.10898780649432163,1.0361288319429398,0.0,2.847478623391449,3.3883516254946744,1.5133837664533736,0.8810678504621475,3.9625356968469014,0.9415791622887913,1.595912146086952,1.8652137129650526,4.242599722464601,0.8877716419237482,2.1836316118722907,0.2604983135680402,2.1426197270836873,1.1500715638237693,2.905986620588852,4.728117942477936
31 OPC-Oligo,1.2454592096501393,2.262432029111675,2.042173684346664,1.1374079090083031,1.3294062109570568,1.56694068847755,1.048297120726266,1.9121862799632483,4.293022375049662,0.004839114339077554,0.5180147766172414,0.9182032119092985,7.237145467035751,0.6425182709458779,0.6360300572631641,4.783806142516643,0.9009248898171234,0.09743720736718789,7.19470440612713,2.647346036821846,0.33002891380144,0.5282199887376821,0.9949162618536644,1.2797160604650874e-05,3.782684989425258,1.8645747825277446,1.0488030708807945,0.646479721739785,4.7748257622451495,0.9083735286551978,1.8867416990893797,3.839674596234564,7.6300437953823,1.356724885863905,6.411524892799041,0.19852869630026326,1.7466130746015758,1.145407151345342,3.9779843270643416,7.657032210622833
32 OEC,2.9584281254994154,4.710363866583618,1.3403359537832307,1.0572232256508547,1.4524658269680009,1.3821559554696505,0.732684554143845,1.5685757179563542,0.544124810939964,0.005924293093462294,0.3496505746571841,0.7942455008678638,0.4853287880496507,0.5953040042951334,0.5321096919029424,2.095635969310262,1.396725277597407,0.03622468495116217,2.4997290629801396,2.4191931599863006,0.03588591953048437,0.028699425420997,0.7910370940454435,0.0,3.5433224410134576,1.7192285844378252,1.3557708297095956,0.521705505283477,6.88890963055641,0.6431026917885555,1.4204025950954153,2.1871818826392344,2.7599338735371512,0.9141135346341891,6.036681755271481,0.1752545446052147,1.6037482655090494,0.89650261191513,3.377626103984172,5.379725948660618
33 Vascular,2.035826779984294,0.32689287254954313,1.6648067608011288,1.0005996910944979,1.7211943967989192,1.7287873456413145,1.0996439823949598,1.88451141117486,1.4227304098873899,0.00885036660609922,0.3025976685563544,0.330354035160338,2.7749190094068803,0.22126358750126712,0.6458899009360667,2.2379510481613014,2.4628819713764685,0.03647139148837426,3.4743386556428475,1.3465612898286112,0.10392495796909049,0.06458614419843621,0.5750271485947457,5.271097634230946e-05,1.327039944967175,1.27142727115878,0.8506134492245548,0.3692640375681943,1.5329396155467099,0.8198443011086561,1.6018483475884902,3.4233130771881974,1.9388863205520437,0.8839073269865911,2.5061691710726173,0.2577418613503893,2.2313609106444456,1.1221060119770072,2.198062727350802,5.921210099481124
34 Immune,0.7914290922665138,0.2810746775870448,1.0041754014962279,0.4655739569720657,1.5108873171898014,1.448184167450307,0.8261908934785419,0.8929381963371793,1.4779525180490312,0.005342048376985337,0.3129717265125175,0.892632507706183,5.569805520156157,0.023296151297168152,0.43816306163023916,1.7275614192867466,1.2374726366497162,0.0071518781247471705,4.709722505735511,0.9825630167592135,0.0992317681540215,0.08511338485294193,0.4756891934653806,0.0,1.0145489539098833,2.619410413633698,0.37854305092421586,0.3402051122947243,8.401874453621257,0.6283350599793281,1.2724736867699877,1.841663416000081,1.5844996976811212,1.979369979425959,1.6876765656507307,0.2814852099615391,1.4622409091085409,0.9282642003448974,4.807723068135118,4.3259677678262936
