cluster,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok
1154 LSX Prdm12 Zeb2 Gaba_1,4.452163981609657,5.436268638391963,4.592332482337952,1.362483263015747,4.123600436038658,3.041925006225461,2.4583872244006297,4.292565885137339,2.351950108027849,0.0,0.37004554467123063,3.3070806401674866,8.093328464226644,0.3341071683852399,1.3650549278884638,6.434989409368546,2.979847438999864,0.04225932183812876,7.012079907245323,6.3398172699037145,0.03417639654190814,4.826115387385009,2.1770745066345714,0.0,1.2350318236429183,6.394016527738727,2.548671069692393,1.8483434641947512,6.480313652851542,2.746168945656448,3.1539359288137465,5.889297872293191,5.21797429538164,3.0971893912456077,3.247855501096757,4.929684087878368,2.9391964693538477,3.4458385432352787,6.789879611281098,6.460119821986214
1155 LSX Prdm12 Zeb2 Gaba_1,3.6445231886781815,5.106893516973775,3.6337560141185645,1.0462611599972373,2.404548191958187,2.396306987614513,1.5915804807499174,2.895482105561571,2.1068354234140667,0.043847452570526885,0.36989828754329945,1.8413170645441705,7.32034381670965,1.3425673672367,0.9228510896254775,5.635682444162977,2.0472688239036834,0.10821144468566388,6.644885212430664,5.824381033139216,0.315606814672412,2.4920509581420562,1.5649972001601453,0.0,1.3221219253011687,4.873822492245492,1.8786575602692581,0.6740406345462535,5.995287804062016,2.0183406087500235,2.119628766236873,3.926137786822966,4.795888925853529,2.5401420130954224,3.1658310163714547,3.2690981392054677,3.022928202251318,2.3272489418283393,5.1097235138066255,6.286327891732848
1156 LSX Prdm12 Zeb2 Gaba_1,3.826470207977295,6.472612121582031,4.371579805374146,1.473607635498047,3.2060137908935546,2.574524934768677,2.0216199031829833,3.395101279067993,2.43142981300354,0.0,0.307009546661377,2.4298264709472654,8.12787285003662,0.9571475063323974,1.2616101509094237,6.120122792816162,2.6209265129089356,0.06466516761779785,6.919837003326416,6.1139240524292,0.17555534133911133,3.4256901653289793,2.225291438674927,0.0,1.2425856159210205,5.480761730957031,2.00633703956604,1.146542166519165,6.593260379028321,2.279840604019165,2.4407505043029785,4.738372058105469,5.0413453559875485,3.5258064460754395,3.5161371963500976,3.719269660568237,3.032933530807495,2.69588095664978,6.177005320358276,6.469844494628906
1157 LSX Prdm12 Zeb2 Gaba_1,2.8391700176277546,6.439697193376945,3.3207217081628664,1.1204374245922974,3.3111991593332,1.6751893457740243,1.7104435641356188,2.6437496705488726,2.1081284176219595,0.0,0.3995237976613671,1.77895867704141,7.256243792447177,1.4983255694610904,0.8147957397229744,5.967934314650718,2.5166527141224253,0.0,5.887523766719934,5.88805036833792,0.26267104197030117,3.2836956255363696,1.812968504549277,0.0,0.9868248929881086,4.9244751159590905,1.5248471655026832,0.9725029444453692,6.132984161376953,2.0706002062017266,2.049397613063003,3.984936728621974,4.505888688443887,2.9254762813298387,3.705542530676331,3.950585370111947,2.061579029969495,2.011733055114746,5.300074293155863,6.110336250729031
1158 LSX Prdm12 Zeb2 Gaba_2,3.3912420137554196,5.77998161315918,3.3302137902442444,1.0561525906231386,2.2225225665045123,2.086803118387858,2.140780895314318,3.233731141327121,1.9500728093140514,0.0,0.19063471056890827,1.7247910431936277,8.003888268842765,1.1187469908531675,0.9826198943117832,6.162039986738922,2.0691219762707433,0.04279112984948125,6.806996913666421,5.413245363438383,0.15566615517257798,4.646104613094465,2.041210669997736,0.0,1.5713799388696117,5.5965186382861845,2.188966965844445,1.2413373602197526,6.069509827498848,1.9672425317426099,2.1549717280881624,4.048494690698935,5.984363745290337,2.9454590310441686,3.0438044916653464,3.2022202809651694,2.122467981162646,2.1668306428489954,6.194798198997551,6.352088180839592
1159 LSX Prdm12 Zeb2 Gaba_2,4.080941984263977,6.293789591529582,3.8332558560489427,1.550518662917732,2.6653948942623518,2.63129456444542,2.176536207151885,3.5560934983267645,2.125894703192286,0.0,0.3252196494895633,2.2886489845148406,4.9657104033054695,0.3937670134081699,1.0427694412151185,6.302106155617403,2.530496091535776,0.06726194077199048,7.232408761388005,5.570436551429258,0.13582351921808603,3.583107745588416,2.1834890529660895,0.0,2.0483111559164406,5.299651265144348,2.310555820417876,1.2595694495899843,5.872869787829937,2.2498605404749954,2.344839853225368,4.5474164078731345,5.901391296988667,3.3822249407225318,3.3643229214271697,3.8659268859589453,2.8148814554851835,2.592825940930017,6.143211154654475,6.34917005040858
1160 LSX Prdm12 Zeb2 Gaba_2,3.684131211893899,5.684746279035296,3.292923891544342,1.0692824006080628,2.0175543444497244,2.2452439376286097,1.4126282487596784,3.1138282111712865,2.073481331552778,0.0,0.23651197978428432,1.6988530516624452,4.8405781013625,1.4021246297018868,0.6627858536584037,6.190611394814082,1.8792691894939968,0.11303420918328422,6.451178673335484,5.636133418764387,0.1769364561353411,3.4124610219682965,1.5917845129966737,0.0,1.8712845989636013,4.232633699689592,2.2539247478757587,0.7855707185609,5.39856550182615,1.7610072714941842,2.0004502841404506,3.4780131816864013,5.322525482518333,2.9126066378184725,3.376411303452083,2.6350904856409345,2.09942227602005,2.388394410269601,5.082268685953958,5.882115301064083
1161 LSX Prdm12 Zeb2 Gaba_2,4.0738185700916105,7.196310168220883,5.132952553885324,1.05197658992949,2.3258723531450545,3.929922342300415,3.55836896669297,3.9058241730644587,2.812556493849981,0.09851465906415667,0.23845488684517996,2.1360677650996616,6.172466107777187,1.8360527015867687,1.023648738861084,6.617225045249576,3.591333797999791,0.09990482103256952,7.016180651528495,6.031032233011155,0.10587409564426967,3.4274773257119313,2.9097953637441,0.0,2.3171736626397994,5.449638752710252,2.7822469983782088,0.7996711617424375,6.834868851162138,2.263529277983166,2.698256492614746,4.717384224846249,5.550611325672695,4.392781325748989,3.8250550656091598,4.785600344340007,4.012777589616322,3.586758783885411,6.184517156510126,6.56165801911127
1162 LSX Prdm12 Zeb2 Gaba_3,4.469307240985689,6.997166883377802,4.0453156005768545,1.631619618052528,3.1899163013412837,3.2471688645226613,2.8051963533673967,3.251596973055885,2.3106877832185653,0.05717820212954566,0.5523291655949184,2.7685611787296476,8.512016898109799,1.502527912457784,1.715689636412121,6.077293259756906,3.1501332691737582,0.06628492332640148,6.8482117766425725,7.048766181582496,0.28820580811727614,4.120543985139756,2.7605543562344144,0.0,1.6911143915993827,6.256869480723426,2.0369531767708913,2.0258391896883645,6.998433714821225,2.693339302426293,2.8841758455548967,4.995319201832726,5.018330857867286,3.14507942540305,3.7944784618559337,4.4151478324617655,3.1282575187228976,3.1716843729927424,5.6437754574276155,6.194862882296245
1163 LSX Prdm12 Zeb2 Gaba_3,3.668443185632879,6.619709604436701,4.278993554548784,1.682311335476962,2.6342235738580877,2.6082995241338556,1.3579275478016246,2.9550099286166103,2.4855716185136276,0.0,0.4488591887734153,2.4202905915000223,8.14787399118597,1.2051803155378862,1.2307431047612971,5.520890712738037,2.064634877985174,0.17783742384477094,6.938772617686879,6.422205422141335,0.08488802476362749,2.009363972056996,1.5977414477955212,0.0,0.9885846658186479,5.567716052315452,2.3630717104131524,0.9540247483686968,6.399667393077504,1.7932253750887783,1.8273657451976428,4.5098540479486635,5.206733235445889,2.2627417304299096,3.546923845464533,3.036549776250666,2.6682818672873756,1.992934729836204,6.197284811193293,6.121383762359619
1164 LSX Prdm12 Zeb2 Gaba_3,4.059975606849394,5.662121160920844,4.184882696852626,1.4803058813853436,2.9099037877048355,2.861045077622655,1.9682142993053757,3.757590539484139,2.0620526247713937,0.0,0.4487921732017793,2.509811942835888,8.139425593686392,0.6678227085665048,1.140932890306036,6.215422785425761,2.5672221758279457,0.09324799101036715,6.866701271160539,6.7140083686414975,0.03153519314455699,2.33931484854365,1.7150377825082066,0.0,1.1487654749169407,5.179620984088944,2.1395133547036043,0.9540651993579176,6.309380364705281,2.465627773698554,2.338456874870392,4.346366332237979,5.265885874449489,3.206710284014782,3.223996326147792,2.5746617762439223,2.454800508108484,2.327949409025261,5.565860405025712,6.171013655432736
1165 LSX Prdm12 Zeb2 Gaba_3,3.8265668296257886,4.604461676872854,3.3662598557096874,0.9283761088424104,2.0415298014271017,2.5778688035970525,1.5241561172307407,3.0512248156022053,1.7908958123654735,0.0,0.24991935474184443,1.7100583735429857,7.439095498521543,0.8280146921341343,0.9856112343924386,5.833747735871518,2.0020139140915942,0.11285839414457538,6.59317338570909,5.324264467978964,0.1257679552795588,2.3132592554342644,1.4655489379393463,0.0,1.3936690602983748,4.779051034165541,1.4869056262358284,0.6572294596680399,5.59675558523951,1.8612794584157515,1.9732745103863862,3.1699993367097816,5.399450609357294,2.751389857978932,3.186968184768632,2.23999437159769,2.3155535038984203,1.940074004515267,5.31117456647467,6.0659593340259255
1166 LSX Prdm12 Zeb2 Gaba_4,4.228006529808044,5.6023515065511065,4.111305093765258,1.6934012333552042,3.223050085703532,2.829510037104289,2.3324475049972535,3.936418811480204,3.180968085924784,0.0,0.34790977636973064,2.1643903493881225,9.541057205200195,0.09063242276509603,1.2005668958028157,6.659415300687154,1.9296660741170248,0.0,7.416961940129598,5.066200510660807,0.0,2.9084125916163126,2.3361426909764607,0.0,1.5888184388478597,5.909328858057658,1.978105330467224,0.8740123589833577,7.346997809410095,3.0105616251627603,2.6872361421585085,5.5285209496816,6.503644784291585,3.064628521601359,2.911248787244161,3.7223827203114825,2.103825600941976,2.5448828458786013,7.390954264005026,5.959805766741435
1167 LSX Prdm12 Zeb2 Gaba_4,4.367891450898838,5.930958225663784,4.852021129257911,1.4931874198723682,3.223597026240509,2.8959169532872933,2.3444866965302325,3.965294999095191,2.5672835285684705,0.0,0.3863410896959558,2.399718216562693,8.79132723069824,0.4063477041447057,1.2695210860893789,6.38612351428091,2.5873322278524924,0.06553453259763464,7.140097930895544,5.762521531202097,0.08013047950457683,3.490155979595353,2.337567458901785,0.0,1.6286975269296529,6.363618771586798,1.989917397235347,1.3480098405770495,6.799930263937047,2.959422977624741,2.486622348295904,5.4395072721274556,5.97799074122336,3.854395621118292,3.229958887385056,3.0609680081890747,2.6262104411040785,2.888564379605572,7.1911199514844775,6.554690738167383
1168 LSX Prdm12 Zeb2 Gaba_5,4.456571936607361,4.944660268723965,5.394320972263813,1.7514846995472908,4.238732501864433,2.685424916446209,2.6539162173867226,4.934425041079521,2.3938853554427624,0.0,0.2205481231212616,3.071548178792,7.277495481073856,0.6749756745994091,1.510998796671629,6.8357236087322235,3.6974622905254364,0.0,6.222481861710548,6.624074704945087,0.15902294218540192,3.6679560244083405,3.312587048858404,0.0,0.6980693936347961,6.553537532687187,1.8942740187048912,2.0472412779927254,7.055140845477581,4.014414727687836,3.3956953808665276,6.277654819190502,4.781382843852043,2.670978844165802,4.605715878307819,4.214978210628033,3.4975212067365646,4.548357293009758,6.194313578307629,6.766003653407097
1169 LSX Prdm12 Zeb2 Gaba_5,3.75824289894104,5.187064756393433,5.01279275894165,1.3879241619110108,4.342501705169678,2.636286156654358,2.33327907371521,4.226436392784119,2.3669322748184203,0.0,0.18059291648864745,2.5177114696502687,6.451374544143677,0.8009344558715821,1.911019419670105,6.490261337280273,3.033438009262085,0.05525290679931641,6.005064950942993,6.5066895618438725,0.0183564453125,3.7758057203292847,2.276365390777588,0.0,0.952225263595581,5.793329481124878,2.333216814994812,1.837988676071167,6.697666919708252,3.721712442398071,2.6402663555145263,5.501860555648804,5.134230772018433,2.5895716409683227,4.21091424369812,2.993456642150879,3.3606577730178833,3.708431474685669,5.886530279159546,6.921546922683715
1170 LSX Prdm12 Zeb2 Gaba_5,2.922264187081346,5.927296397755447,3.6107681607737123,1.4651736935365547,2.8144083578609727,2.6089771696664754,1.366496817579547,3.9787322572134074,1.7781928580941506,0.0,0.04549435735906212,2.328913184045588,6.110642229469077,0.9525557073574622,0.9473015266714744,4.9685563948547955,2.6933500882491326,0.049405871085750244,5.855491860398969,5.176641820703895,0.5144079587991955,3.8119359294187674,1.9978470709717389,0.0,1.0093915485641332,5.442940591608436,1.9901972511439647,0.8526857940896043,5.806029097547809,2.734231592382042,1.8222962444268385,3.804703018040333,5.082746153896295,2.492678711715254,3.1248757908645186,2.606557535893709,2.4255863300804954,2.236041541238433,4.306079489513508,6.386553824526592
1171 LSX Prdm12 Zeb2 Gaba_5,2.643013799601588,3.9005112648010254,3.4341597129558696,0.8937200677805933,2.5043921404871448,2.6353727044730353,1.4661431279675714,2.4494302650977824,1.8370108341348583,0.0,0.16254813753325364,1.827898801606277,5.506071120295031,0.9450669124208647,0.6333470574740706,5.44321504132501,1.9653564486010322,0.11082553205818965,6.131164146291798,5.087569861576475,0.637612063309242,2.933295542618324,1.2801825786459036,0.0,0.8782061872811153,4.986166628475847,1.9468713760375977,1.3242840668250775,6.026154176120101,2.5904131527604726,2.023697754432415,3.224339856772587,4.184343476131045,2.251410464582772,3.3728557224931386,2.1217201298680797,2.3439918024786586,2.384499451209759,4.444130292432061,6.279303675684436
1172 LSX Prdm12 Zeb2 Gaba_5,3.653690530225564,5.655372536012912,4.440183793199006,1.460676705102785,3.3037237827246786,3.0674443267533,2.2046492721232194,3.546029323650197,2.0379291258717034,0.02164365443008206,0.29097993000988714,2.3097092348252426,8.108885179763721,0.723150070244667,1.0862007254107868,6.245858339336811,2.6143823573939606,0.09279724432958811,6.817953907482997,5.911997451601435,1.28003218501665,3.22931025378512,2.3344382335789398,0.0,0.9474734988822756,5.928509935948521,1.8233828386424278,1.1118700560800272,6.5930094199158,2.711892534771237,2.7284714373367094,4.744704314317748,4.98674459592991,3.116223081028292,4.038780370594766,4.620953849141632,3.1574605313522555,3.6027121012809715,5.168341950782668,6.542400192875433
1173 LSX Prdm12 Zeb2 Gaba_5,3.49963457008888,5.741987549025437,4.577213747748013,1.5574305550805454,3.0725090750332535,3.28282198412665,2.6407503752872863,3.807635414189306,1.7897122070707123,0.0,0.09895702888225687,1.8414752318941314,7.642878006244528,0.7374359245958,1.1941812367274844,5.177257833809688,2.7574958307989714,0.21098690197385592,6.417667898638495,5.039233922958374,0.5227100684725005,3.699725570349858,1.3560182390541866,0.0,0.5750905398664803,6.295441635723772,1.5053918854943638,1.0573444859734897,6.263089780149789,2.7587379422681084,2.230107800713901,4.053189162550302,4.795303722907757,2.2697853137706887,3.237215288754167,3.8743313838695657,2.448268092911819,2.825157741020466,5.185971802678601,6.935531583325616
1174 LSX Sall3 Lmo1 Gaba_1,3.3741344733115954,4.131725357740353,3.1746878819587905,0.6936997743753287,2.880719354825142,2.172644686087584,1.484973501547789,4.154528005306537,1.5254600268143874,0.011081171035766602,0.08363807507050343,1.8061401098202436,5.733695861620781,1.1278317390344081,1.181839148203532,5.289904940433991,1.3081686129936805,0.02742489912571051,6.273386665490958,5.377470765969692,0.0542111445695926,4.143691382041344,1.0447263399759927,0.0,0.5186820702675061,4.636542006028004,1.762303133499928,0.9043358607169909,5.494552898406982,2.389035559923221,1.9837957174350054,3.1919552362882175,4.493174529686952,1.5125149274483705,3.0060723047990066,3.463653542445256,1.9522744875687819,2.274681937388885,4.050539420201228,6.397904756741646
1175 LSX Sall3 Lmo1 Gaba_1,3.122326051866686,4.964216006768717,3.395675227448747,0.5666596309558766,2.571738661946477,1.7711964233501538,1.4124856832865123,3.806640270594004,1.582697410841246,0.0,0.08447527241062475,1.7954045373040277,6.824264996760601,0.6403810333561253,0.9143947137368692,5.791044628297961,2.0357310192005054,0.0,6.080686781857465,4.50211653193912,0.2305659345678381,3.1783033126109355,0.9183210682224583,0.0,0.2443725740587389,5.10674126728161,1.4285590713088576,0.2365841736664643,4.617961999532339,1.583297549067317,1.833550047230076,3.3450272856531917,4.042680276406778,1.331225820489832,3.252442559680423,3.68171544332762,2.2865435239431022,1.5363215498022131,5.158379992923221,6.4621370418651685
1176 LSX Sall3 Lmo1 Gaba_2,3.4446245316211686,4.31664382053327,3.8715931564443724,0.8070437214042567,3.229981859022052,1.889834017693242,1.5477460788775095,3.805057160462005,1.8822778377854874,0.0,0.11024748222737372,1.7145282648786713,8.103805236172576,0.8504341091284772,1.1451705658989113,5.654970983915691,2.147779253464711,0.02483029003384747,6.561042487872804,5.6829424316873025,0.07995955350529796,3.515918452025466,1.3208428223927815,0.0,0.8526739571164932,4.896021920417431,1.5104952049657765,1.0295630879542998,6.540823417373851,2.5570670562454416,1.7501315758701115,4.669903849750631,4.913514807254454,1.8578127396257618,3.227286796529585,3.775544829509429,2.2769109418120563,2.392082760605631,4.986621559923711,6.194949573605372
1177 LSX Sall3 Lmo1 Gaba_2,4.137366271600491,3.979251361474758,3.6456624201642787,1.2672200706916126,2.627859417985125,2.5192891369021035,1.9415544882053282,3.1448833108917484,1.481663986919372,0.0,0.0,1.6200346559043821,8.634604093505114,1.3516218526576593,0.8540869534500246,6.047749988431853,2.4167419332798903,0.03955915497570503,6.750296491917556,5.532420220413829,0.0,2.3308505120316174,1.7674680143837038,0.0,0.8734933418956229,5.977986002356056,1.4770761582909562,1.2296741648418148,7.180480608126012,2.1573786347862183,1.886795396727275,4.647742969233815,5.105165795582097,2.7180252656704043,3.2918031002447856,3.3774856474341415,3.0728765076738065,2.280962397412556,6.2797834388608855,5.908583020776268
1178 LSX Sall3 Lmo1 Gaba_2,4.0846420962636065,4.396920675184669,4.222924857604794,1.3585303527552908,3.15352762617716,2.665632832341078,1.5369744446219467,3.8740872566292928,2.497973401372026,0.0,0.15193250411894263,1.4214699762623484,8.306312764563211,0.3570347355633247,1.311248516164175,5.9532572234549175,2.245395089068064,0.029879660141177294,6.772909905852341,5.375981673961732,0.0342233617131303,3.735821427368536,1.9516552570389538,0.0,0.9482984935365072,5.89468471015372,1.4090883034031565,1.3477112592720404,7.532874555122562,2.94680513114464,2.1587608747365996,5.282522910978736,5.54327546387184,2.193185781560293,3.5749986200797848,4.329126797071317,2.952783110665112,2.27968146742844,6.79494858660349,6.6140650074656415
1179 LSX Sall3 Lmo1 Gaba_2,4.481905716883985,4.647749879692174,3.703515780122974,1.300818600232088,3.0309355953071693,2.4061061068426204,1.9562021690078928,3.404638085184218,2.740426196327692,0.0,0.13840266420871397,2.3399894992007484,8.90623832956145,1.2065127469316315,1.205593721776069,6.342690096625799,2.100685970692695,0.0,7.464881178698962,5.377575095695786,0.12926317166678514,3.2513408509990835,2.0936089527757864,0.0,0.9546263610260396,5.75194360334662,1.8992126380340963,1.8213563206829602,7.079519474053685,2.04490685161156,2.164345738254016,5.364582357527334,5.688533242744736,2.743254000627542,2.946691286714771,3.539092667495148,2.0615243428870094,2.3630668241766433,7.463460397116745,6.1356859176973755
1180 LSX Sall3 Lmo1 Gaba_3,3.8176769907512362,4.966588444179958,4.169490748612338,1.6074678658177612,2.8979974474225725,2.8880765652530407,2.2550280157220426,4.28575478407441,2.230804647718157,0.0,0.3087766208345928,2.1526913592424344,7.533780748881991,0.09033001793755426,1.0421137759294459,6.258489808077535,2.403880964511286,0.048724764869326635,7.379429476601737,5.100100196858563,0.05849924541655041,4.8788564722374,1.5976901054382324,0.0,1.2520847143950287,6.2025725803678,1.9728211650141962,1.6734182796781025,6.810436094879473,2.14393342235101,2.4677312437188688,5.58987775429216,5.731314099024212,3.1938568927623607,2.7073670568920316,4.421026858072432,2.7608313005437295,2.932967390332903,7.586010917784676,6.555858435454192
1181 LSX Sall3 Lmo1 Gaba_3,3.1714767718856987,4.070243488658559,4.412554377859289,1.4549439590085635,3.1510747115720403,2.965754972262816,2.1854616186835547,4.206292526288466,3.16504468023777,0.0,0.1244754737073725,2.1681273687969553,8.29245801134543,0.0,1.4920578747987747,6.123830513520674,2.396596829999577,0.028648623011328957,7.433044961907647,5.281532683155754,0.029104701497338036,3.856403624469584,2.3452005223794417,0.0,0.9831685125827789,6.3218342106450685,1.4631777974692257,1.126154062422839,7.62890009988438,3.0660233931107954,2.535332575440407,6.518542222001336,6.0209303660826246,2.5822103308005766,2.8426580727100372,5.65715676817027,2.001688664609736,3.0873643972656946,8.47437572208318,6.821288211779161
1182 LSX Sall3 Lmo1 Gaba_4,4.321169284082228,5.002376564087406,4.938273637525497,2.118626756052817,2.8007932016926427,3.1997913160631732,1.697693532513034,3.2034314063287552,2.9476868952474287,0.0,0.19261483223207534,1.8902009225660754,8.830878696134013,0.8030834659453361,1.036274779227472,6.400249942656486,2.6927881548481603,0.08983465933030652,7.528717902398879,5.090662064090852,0.0,4.124582705959197,2.666325323043331,0.0,1.1958421814826228,6.17544517209453,1.634194666339505,1.8712960443189066,7.283801440269716,2.2261917437276533,2.3144271758294876,6.238817630275603,5.49294574029984,3.1813750420847247,3.1963923669630483,4.822831992180117,2.5480160021012828,2.3283400458674275,7.917738922180668,6.421773087593817
1183 LSX Sall3 Lmo1 Gaba_5,3.766795228739254,5.619833156710765,4.016941602112817,0.6718423014781514,2.8230725741777265,2.283315213000188,1.2405980141436468,3.856657614473437,2.1945402739477937,0.0,0.254833565383661,1.5634512588626048,7.630248671672383,1.9414599528078174,0.9277204372843758,5.593382874473196,2.4331379014937604,0.16377733574538936,6.31339048166744,6.967001828990999,0.9931659073126121,4.089258412845799,1.7777232967439245,0.0,0.6578732240395467,5.846262361182541,1.9886892349993597,1.2653675861045963,6.521315949862121,2.861943229300077,2.592306215254987,3.078297278920158,4.66427173770842,2.6442291306667642,3.0972429416218743,3.931426947234107,2.909963779762143,2.6038290633529915,4.735281842653869,6.059197285136238
1184 LSX Sall3 Lmo1 Gaba_5,3.7942052761713665,5.273905559380849,4.010542992750803,1.1219067931175233,2.420789166291555,3.2967743992805483,1.7698142369588217,3.8943538427352906,2.0035861134529114,0.0,0.23027012745539346,2.158105150858561,7.060258050759633,2.0447529196739196,0.8959113796552022,5.554830690224965,2.438734857241313,0.04533363183339437,6.369735868771871,5.860529859860738,1.2518189430236817,4.406299984455108,1.4452227234840394,0.0,0.880176305770874,5.034714392820994,2.0557018836339314,1.13736545642217,6.296262991428375,2.7390286644299824,2.1027945081392923,3.9910908579826354,5.115035800139109,2.1001973112424213,3.447649363676707,3.5231902877489727,2.5577065030733745,2.5877776622772215,4.846812721093496,6.262534161408742
1185 LSX Sall3 Lmo1 Gaba_6,3.0018574384194388,4.5020558532280255,4.0923209431805185,1.0412526055227351,3.134581628479535,2.2478484865985338,1.8390401820593243,3.9080438493173335,2.245083692707593,0.0,0.15942978255356413,2.05960118167008,6.060544339916374,1.0620848408228234,1.1993733727479283,5.458132777032973,2.3299669985529743,0.060284057749977596,5.976748726035975,6.7137282241748855,0.5224880176254466,2.8959427717365798,1.832752188549766,0.0,0.8834248841563358,4.659297167500363,1.890598627585399,1.4445678938793232,6.288432690161693,2.616666901715194,2.1166205202476887,4.5704460687275175,4.422715612604648,2.1768373726289485,3.247989503643181,4.9170734957803655,2.333051657374901,2.6472729444503784,5.145257900787305,6.418632246270964
1186 LSX Sall3 Lmo1 Gaba_6,3.1652547753887412,2.3246686311415683,3.9783575122739063,1.5005396678123946,3.566611337073055,2.125324534781185,2.115942442858661,3.906061045917464,2.3864512737886407,0.03358342029430248,0.3267340925004747,2.4580600379425803,5.830360568599937,0.9893438610029809,1.410203907224867,5.7096911389150735,2.588857721399378,0.029159316310176143,6.162529851183479,6.797317184047935,0.09498397803600923,3.1680694862648293,2.213686277836929,0.0,1.0457918349607491,5.7726201010339055,2.3837612823203758,2.0629175033098384,6.492491831014186,2.7013913172262685,2.1881124943862726,5.351877047691816,4.6275187039080965,2.8031754464278986,3.653866205686404,4.48842399208634,3.1148924709838113,3.146830741270089,5.306123083020434,6.37671595443914
1187 LSX Sall3 Lmo1 Gaba_6,2.8139467889612373,3.2576666962016714,5.353011868216774,1.2048463496294888,4.094217105345293,2.3702883503653784,2.5524988174438477,4.254062522541393,2.8994196436621924,0.0,0.13267616792158646,2.7445725094188345,5.505430492487821,0.6012939973310991,1.297827666456049,5.846170121973211,2.6006911993026733,0.1097260605205189,6.1232405359094795,6.4563739408146255,0.21593366969715466,4.246533783999356,1.857195409861478,0.0,1.232074499130249,5.439883611418984,2.0259259288961236,1.5443634011528709,6.790597980672663,3.0734493732452393,2.747229066762057,5.6332045576789165,4.687273318117315,2.4885710694573144,3.2989822951230137,4.71409116008065,3.3672999251972544,3.3012609590183604,6.2557793422178785,6.702529560435902
1188 MEA-BST Sox6 Gaba_1,3.3934196140455164,6.4367359202841055,3.2094573269719664,0.8583304073499597,2.5989940560382347,2.423852961996327,1.4982455999954887,3.3077807675237243,1.4496584477631942,0.0,0.1432887077331543,1.6662054061889648,4.774813287154488,1.2619643128436544,0.7000253221263056,4.710149076710577,1.8668711372043776,0.0,5.825383534638778,5.002650617516559,2.5977328963901685,1.1946374105370563,0.999681858394457,0.0,0.46448006422623345,5.1077613706174105,1.6867349002672278,1.6635766153750213,5.43822373099949,1.7494453056998875,1.9164634621661643,3.7749627776767896,4.325641557444697,3.2804196979688562,2.8646410278652024,5.418452142632526,1.70083762459133,2.585908255369767,5.27927187629368,5.074954319000244
1189 MEA-BST Sox6 Gaba_1,2.9485982650829152,6.693507847627758,4.226501800437674,1.2990788825880295,3.2136880458813706,2.6299514386326215,1.6965634788947084,4.230494148923323,2.660182798078275,0.0,0.12329831055555299,2.0825060656850374,5.585271123461249,1.2912742605706526,1.4680844132934137,5.4353026846573815,2.219037823202486,0.0,5.498072603867517,5.9609585847899815,5.042778846776881,1.1221400504993602,1.839217587104906,0.0,0.35588952376379224,5.1873554324651785,2.3211196022576064,1.3255295956869262,6.3579597269754276,2.555240236752406,2.230154792279429,4.4701939126326575,4.919918537139893,2.617847903644869,3.5313452273183525,5.734650259334329,2.486175244453394,2.8669564712669047,5.454154843967673,5.91706609499963
1190 MEA-BST Sox6 Gaba_1,3.2154189241994726,7.81736934303057,3.1966139632876556,1.3640851785640906,2.2964592357673266,2.182670031443681,1.5354342743901923,3.472434586817675,2.5092560088280402,0.0,0.0998691993184609,1.648421863518139,6.709927412542966,1.356518566018284,0.8386233679138788,5.812459742668832,2.0027340143033774,0.0,5.771258132292493,5.7863572706090345,3.1725198160303703,1.7987004176224812,1.3457689946240718,0.0,0.38613884047706526,4.845874455895754,1.8287267779359724,1.36866290970604,4.867287494168423,1.8587492432924781,2.3828985809099557,4.272124838120867,4.576040711733374,2.969936715494288,3.45598032923028,4.3399317382585885,2.4287970467369155,2.715734637609803,5.23267927264223,5.686835987733142
1191 MEA-BST Sox6 Gaba_1,3.2038149190196528,7.800782134376183,3.927039605110987,1.3610258712900551,3.1295984641078434,3.2396102892073793,2.0345911187696624,4.621884119964388,2.328453086239244,0.0,0.035470498886900376,2.444775084723238,7.565896360931925,1.687213143675385,1.1740984677443456,5.91899508340961,2.72397139823148,0.09658458406124973,5.971494623533995,5.458956591398246,3.3117960060344025,1.2737267141111168,2.0129390158867753,0.0,0.5457069073581365,5.267899269051205,1.6643697992740618,1.3203052022465374,5.9336218470933115,2.0141742897693673,2.390894885706654,4.873717395492078,5.060940734242898,2.7581740976617413,3.486759032345148,5.588389969202061,2.6154507567725793,3.4819737569683564,5.338297048654523,5.976634583258711
