supertype,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok
0114 L6 CT CTX Glut_1,2.533201569988674,4.113129956605601,3.835444982325203,1.1764794777687049,2.1171014004600655,2.523983482339671,1.5263625681169082,3.1147578974244303,2.984001188116299,0.022023375632173596,0.24309166888224296,2.737467044818183,5.144347194380839,0.8616760386290998,1.2771462018368163,4.972491710126782,1.5115593133101948,0.03673412169451052,4.842816826188842,5.731972380788146,3.4606725456528182,3.3161994248406415,1.2849044163150238,0.0,0.46453195116274665,3.101504047735204,1.1936944695931866,1.238674142141948,6.7465050296924405,2.0013948947260602,2.043139241465228,5.331902785334253,3.316687678893235,1.7313098730679723,3.678817274029746,6.306748809147544,2.206827034509392,3.3007868439907897,5.052492217597343,6.5163975416424975
0115 L6 CT CTX Glut_2,2.6408801702046696,4.602449220796809,3.7420270045851995,1.1706307710453612,2.1925547285313773,2.520181057250121,1.495565615502079,3.2649293418998004,3.363851712121165,0.012189658937131859,0.36917300008471915,2.7668256150297825,4.915613101373714,0.7690901668328047,1.18593546828839,5.125238381676623,1.6164567208369653,0.03459091780753989,5.249085342730145,5.564040474996812,4.28001821005481,3.3904905994381527,1.3009316158142488,0.0,0.46185376516848814,2.7592351401991895,1.1965770015864592,1.1067244737843167,6.7222862270562205,1.9631131593952431,2.3287636865885357,5.195666997999615,3.293416999373193,1.819804092022879,3.6012215913232724,5.792414598666963,2.176595336547286,2.9440606812442938,4.7298801511461255,6.772652079936954
0116 L6 CT CTX Glut_3,2.584081451963606,4.464431791126387,3.584378640122028,1.135644810809253,1.8971787408752918,2.5031738239706876,1.3746612486286252,2.840359407600057,3.054711517588566,0.030920102376883342,0.24811600319475235,2.5198225404467793,4.099163355731263,0.7581032453880238,1.16975571456541,4.937855824929572,1.4068935284684667,0.039891445601048146,4.89457050031581,5.684793177398777,4.183048944414198,3.1181820241560443,1.2139339931096234,0.0,0.5163878227915973,2.8335737244102046,1.136897743527194,1.1749002738768808,6.491177447738616,1.8551085518778037,2.022295591716315,4.799877339671296,3.201641728678095,1.9526592028780396,3.5555954236864817,5.676384701687927,2.136363630978963,2.9651033650975185,4.913877897713056,6.659599762650299
0117 L6 CT CTX Glut_4,2.095854914799849,3.5694644517513914,3.3151179660260284,0.8539970696155359,1.6527569926344265,2.1428701342955225,1.1227434493637252,2.753627728496085,1.9310619415603463,0.011372747467255081,0.1448696087139419,1.653342888993895,3.8720527250272356,0.5286703089881706,0.994671407157734,4.420184556667557,1.3395784382546276,0.027270036326955672,3.982205512700296,5.0803110877550886,2.7347557241589495,2.722245989740548,1.1797002735288453,0.0,0.40935089106310985,2.7935909636446072,0.9986136698085245,1.2546116018023525,6.206159045329381,1.5512205476250789,1.8086178703613314,4.225443821630683,2.8807012573348385,1.3418981843954219,2.9518241860896857,3.9979375233413985,1.9465892874635349,2.634041724733907,4.32199000246114,6.766351591751587
0118 L6 CT CTX Glut_5,3.0236602337577763,5.77868393441842,3.4807962915538924,1.4005162883939173,1.9956003841589596,2.7006599095580492,1.8482319767219153,2.900332214081999,4.209200763619018,0.02235330455903424,0.47839136533673443,3.3978669110407917,4.87700063170554,1.137353140548245,1.2325740510589893,5.237104560871738,1.6358090608689266,0.044483550910924964,5.270503909600165,5.493287821402892,5.560487490707002,2.9478770496780764,1.46769795689023,0.0,0.5108100583016151,3.5634222556708335,1.3731581511885191,1.455188323561285,6.593916217265299,1.9612540250946184,2.4512653772814623,5.039400638724857,3.666305147164996,2.4299867429246205,3.6142019942857115,5.715291793450153,2.2641024794546682,3.090098171569782,4.850744988269526,6.59388325637917
0119 L6 CT CTX Glut_6,2.6266678889306356,5.623109293026928,3.599330726343699,0.967659995643863,1.9305773353276223,2.381161836006961,1.6582799109116424,2.35348648245972,2.833971967684268,0.01962593372183593,0.3619551512703608,2.8656667126501927,5.948499026543165,0.8533456966106576,1.1598763616100074,5.047800721401143,1.806144857921652,0.05887729213862243,5.067166553114471,4.886064928356964,5.752065527879044,2.220889967481474,1.2544502459808473,0.0,0.5070099691138624,3.4047348961757176,1.147036125164221,1.180257911192845,6.766450542034489,2.0680268263623693,2.1252451593225654,5.028990974949889,3.3023808869448574,1.7923886902583386,3.2918185278920844,5.734279125902054,2.477551046306222,2.8647531162608755,4.881416280670922,6.550669286832629
0120 CT SUB Glut_1,2.1678798324275528,3.731515077127844,3.252860789737432,0.853376643726379,1.6029341788352311,2.5700984247935366,0.9878786511105295,2.08245617001401,1.6133277045628154,0.025054201552092994,0.09319346199168659,1.8076027942635768,4.160073460865774,0.5613397800237635,0.8801972598718009,4.714974511017557,1.2681667210093592,0.017067921229471174,4.575982373927706,4.138069890971401,2.2963280365387875,2.062200749198282,0.8866174219726182,0.0,0.3651353911667444,2.5225403154414825,1.0603449144676687,1.0287914018846254,5.686243304551731,1.3142550869761618,1.6219077553961732,3.5965674168080404,3.011409738431788,1.305953357127374,2.785511926590445,4.482007590581089,2.1312442557442886,2.04090687943765,4.353103217214024,5.816241192760807
0121 CT SUB Glut_2,2.4928626719032807,4.71154690514046,2.88487860357706,1.2105982531260275,1.456350152886362,2.4813315715274076,1.2501893202665237,2.074744963877605,2.6408837061166057,0.02816768673637722,0.2470449772775551,2.115310740762992,2.7610808154123463,0.8883040050036,0.9777699521084501,4.8011782331510995,1.2772034390042188,0.015378914959177873,4.950964307200823,3.9116200744022938,2.2042069135963236,1.795117527309429,0.8354179051338393,0.0,0.384679544913804,2.825286943095618,1.2771742099138268,1.186996207138532,5.355235476306485,1.2265663593189093,1.8465526761714548,3.3256114738925278,3.0830200833512804,1.4041772630076697,2.927113976113948,4.145435294774599,1.9905317066387633,2.059957556247107,4.196303914960144,5.837841633255591
0122 L5 NP CTX Glut_1,2.6666707216579772,4.514353303899925,3.7441497906353858,1.0219201054662144,1.9823606886343266,2.372290386211204,1.2319421238369412,2.781126770532471,1.7151288541955114,0.01568443479791152,0.10615856316940622,1.300156809352961,1.5348099158342374,1.2941763649530702,1.1690001010660342,5.274159415516061,1.7526320476916453,0.028031177577015925,4.257397346440318,4.958115192523983,2.7722292789198537,3.8659133990840107,1.1390733412936724,0.0,0.6226735658936327,2.9413433785283813,1.5154000892282822,1.3963641576476271,6.867780889850568,1.9378135357868942,2.1703609192969173,3.601020688621461,3.41092337314827,0.9494591346532546,3.651270972006206,4.306018203877887,1.85594022942152,2.4269962820683255,4.777709506488714,6.736576617877627
0123 L5 NP CTX Glut_2,2.3427956729276325,4.6193682690540205,2.9507821618772865,0.8097592124781571,1.5026412683402242,2.010159234769974,0.9970629628691546,2.1904986315612343,1.3040975373313046,0.0038435223338368174,0.1185448464919132,1.1646549196491454,1.2889017271904966,0.9312188189093683,0.8993323296521574,5.312953840668935,1.02127534108466,0.02698827813500414,4.367845695301902,4.156898199077759,2.637368355902237,2.755412993972035,0.7541094803090355,0.0,0.4008001398770432,2.1729992895696313,1.230980196479898,1.0073247953803182,5.7065414720863545,1.2381256543478207,1.7039429438630858,3.2553432450886084,2.7532992568094556,0.8482256613455984,3.1622586882997314,3.881549191224604,1.463434571694683,1.6058316544977258,4.267542421761776,5.998007771645385
0124 L5 NP CTX Glut_3,2.472690341595133,4.800363690125784,3.326055691698837,0.8460774106770336,1.7551532995002628,2.004328128977127,1.1176105717211116,2.6751291077984267,1.5286852269818618,0.007342456477689863,0.1858128810160202,1.359026697459,1.6225977246726198,0.8083819493517531,1.0193833485122554,5.285840722994542,1.0643145441280781,0.01852843455603514,4.469216951002888,4.3050513100632655,1.3294438731529026,3.224642989946448,0.9335025422058215,0.0,0.42697874981424083,2.4715489901358647,1.3756468171316045,1.0562798005404594,5.984850014828111,1.529456854826077,1.7254657898195946,3.6461230987359667,3.0862643861273744,0.9831969472088061,3.3052862166501704,4.113468571288355,1.695179237944164,1.9443842775479865,4.308410472369562,6.187418586403356
0125 L5 NP CTX Glut_4,2.1669333420874155,4.736025538817136,2.984158536925386,0.7303086619015867,1.654759774175914,2.062856814162403,1.0000481944101192,2.3493462501656013,1.625421148025531,0.0,0.1669763904013174,1.4463214501649886,1.9775330707318535,0.798666750519392,0.9430327409791928,5.010371795678507,1.2628960669962768,0.03408568229811478,4.3356940049304225,4.636830726155966,2.9437346034747938,2.9688878240967402,0.865173882692875,0.0,0.40023952114917793,2.259045827298919,1.1728498287874287,1.0129972275927255,6.146808353221307,1.5292572804927258,1.6240314574810968,3.6264152509832326,2.6832806121163406,0.9635413019300595,3.3042565252704312,4.909442265324061,1.8650563725021707,1.8507546224749216,4.354955071355085,6.155721527676127
0126 L5 NP CTX Glut_5,2.3029307691356804,4.268515384046338,3.1483573080618172,0.7712416860121715,1.517614765408673,2.095679003075708,1.2305715114255495,2.183635881279088,1.4127508356601377,0.006477735615983794,0.06291420489926881,1.1858121153674548,1.436307112174698,0.7844327582588678,0.9452180753780317,4.710516020014317,1.0727371680585644,0.01742654752127732,4.10709536769722,4.479798873466781,2.8142849535881718,3.3084324939341485,0.998426114456563,0.0,0.3812706210945226,2.4316425945185407,1.0781535975540741,1.1636759154404266,5.749612135223195,1.4939756828018382,1.641764652276341,3.605663378027421,2.8204824622673326,0.9969691089436977,3.0198068884354603,5.2162954674491395,1.8932293028771123,2.1157681338394743,4.393878312050542,6.394906115230126
0127 NP SUB Glut_1,2.762131894899718,6.548920209768117,3.3155526501572785,1.5658017055781324,1.9881758712878947,2.427886584947347,1.9395524167554554,3.130588219480116,1.8960344377437972,0.016859687792909875,0.5112670564191518,1.5969327362403993,3.422130166909319,1.521435787440113,1.233823003492938,5.942098872071294,1.5630494574641876,0.06342348485130972,5.313812422982366,4.747098320166781,2.3538511872674874,3.893183423008566,1.10847035941587,0.0,0.7256537173721951,2.6494551870217276,1.5890950803971367,1.3548246150614747,6.710851097413581,1.9755045309710733,2.5525596479127644,3.7331225281742992,3.4529143131047584,1.6472157811045263,3.6424287599765988,5.390683532144479,1.8182465800135081,2.6200966267723746,4.239003370812468,5.95897713044832
0128 NP SUB Glut_2,2.4913627705447268,4.750024681247329,3.7559327331301136,0.9740407235783302,2.301939047479922,2.320200042490579,1.5211094056657974,3.008390023323168,1.721328326188226,0.005462888900975265,0.11948753076096985,1.5623699821089918,2.307501917431447,1.4509727675003021,1.364744670161928,5.465582034339203,1.7018352589480472,0.02654811502234336,4.236680119559321,4.792029740035169,1.8319326138447642,3.631810246996109,1.0583033767458363,0.0,0.582619245408259,2.3742599541911806,1.7477463339979176,1.5208535598099597,6.796293103621781,1.8923349310284012,2.2920557817798453,3.7481559096182293,3.514007478550168,1.18469475149377,3.941489463642331,5.763366582496035,2.287129853937036,2.754374938313459,4.368217507559342,6.574608716399148
0129 NP PPP Glut_1,1.869756076941202,5.264731408897191,2.942745850715121,0.73447915916594,1.5036723916780126,2.113247066568958,1.1334075386983091,1.8407288468210719,1.8379364611095783,0.019963340815949967,0.09637621740729709,1.2615578931013165,1.0263376232026316,0.6398189619611536,0.78885014704959,4.135649922737079,1.1757906124748465,0.013478909281859425,3.5526227041139347,4.230537784969346,4.795389350864037,2.4026583690145853,0.7730151197232599,0.0,0.22962637048383167,1.6711793500781256,1.2453382738591343,1.2169014570853938,5.258883379441592,1.2146040063047614,1.5086321504881925,3.31221269356925,2.8344829416227797,0.7523487482420405,3.143559673746335,4.832543013866446,2.2279562648667404,1.8554280434712673,3.634637917020841,6.429079954991761
0130 OB Eomes Ms4a15 Glut_1,2.3788931378986846,2.2818529569044075,2.9686075803395866,0.7500010880724344,2.319942449510788,2.011756016020609,1.5020538609920782,3.2146357882437098,1.9715898064572839,0.0,0.31357638348023403,1.5395217724288293,1.2992424974110135,0.3808853156778343,1.1867314112232459,4.449228157868257,1.8558461159812898,0.021927807782147382,4.12560715362372,5.154617114416881,1.2942828598169747,2.3441905754413384,1.03818941116333,0.0,0.5033436576371948,3.0320449694703444,1.3460356636857433,1.4887510643962727,4.628756385052066,1.9275218298996737,2.025981059866062,3.6217839782302446,3.032034620815262,0.9930409722346597,3.987662543661346,5.907096345452268,3.24974672950833,2.403619821467455,4.198605485864587,6.622980962849032
0131 OB Eomes Ms4a15 Glut_2,2.23791801683319,0.48343838069994544,2.8609944360446087,0.9991865158081055,2.5959243767381066,2.086169913103447,1.0837535073975195,1.8803262179580058,1.3800111119374414,0.0,0.22457338926714782,1.4012617765978022,2.4123625980365944,0.43708043393835555,0.996110313409901,4.729538978728573,2.198415864533731,0.0695255541168483,4.66953176242412,4.2540774021880114,0.3302296375454703,1.2219508017762222,0.8552513066294622,0.0,0.6602368034796026,3.6399675836253658,1.5812804016743438,1.0081824665575956,5.601271867752075,1.6619816712573565,2.583683547017145,3.409260922125307,3.762854195625733,1.612738418016462,3.5860805054329843,2.1209237104320247,2.7491480382846167,1.8669302881994783,4.548312776559925,6.485741272085185
0132 OB Eomes Ms4a15 Glut_3,2.2948192917570776,1.4607705615815663,2.7799674231989853,0.960129823814444,2.0280928173843695,1.542851110704902,0.9170110517618607,2.444323724629928,1.4248524750171065,0.0,0.21755055505402235,1.483138350402417,3.8335202567431392,0.5440498825644149,0.9454166094462076,4.87915960461104,1.5284988117866776,0.10393229309393436,4.1052815281614965,4.330944757072293,5.198912870316279,0.039310638596411464,1.107143327492435,0.0,0.5294583930450232,1.9735934231557002,1.120028271967051,1.3565207014278489,4.001872365977488,1.4389533315386092,1.8043518293471563,3.9322460119416114,3.9982750140079837,1.0846074341105767,3.129526884377408,7.604043738371661,3.0134549903220873,1.8486937422330687,4.0005333926401985,5.888075484710486
0133 OB Eomes Ms4a15 Glut_4,1.9499619496174347,0.47041292985280353,3.186594525973002,1.1461176413756151,2.4540922213823366,2.066224677440448,2.0133041067001147,3.3078197821592674,1.8153000473976135,0.024641072138761863,0.2435977810468429,1.2089454944317157,0.6484910035744692,0.6905552118252485,1.3118796959901466,4.070859766923464,2.222925699674166,0.031474089011167876,4.09309121584281,5.206851335672232,2.4338562213457546,5.017359382066971,1.3881081174581478,0.0,0.2245712249706953,4.891006744824923,1.6887245300488594,1.4805898803931017,5.458912666027363,2.658453168013157,2.595307923280276,4.160684267679851,3.3194595987980184,1.245211743391477,4.530285006914383,6.637590469458164,6.6457170461997,2.9251105174040184,4.571432032646277,6.858982290977087
0134 OB Eomes Ms4a15 Glut_5,1.993047426144282,5.473553988066587,3.0691751404242082,0.9730303928707585,1.7087911981524844,2.047930458278367,1.496374555609443,2.2429878549142317,2.070629838741187,0.0,0.2716391375570586,1.5115061050111598,2.6249643672596323,0.4556324337468003,1.4977448492339163,4.435946180964962,1.8167814314365387,0.08913774201364229,4.069067667831074,5.691658914089203,3.927181227640672,1.5153191541180466,0.824214933496533,0.0,0.6495895701827425,3.2563745487820017,1.1614459771098513,1.4354134274251533,4.650015704559557,1.5615888526945403,2.164882481098175,3.500264290607337,2.7607929905255637,1.1000235622579402,4.318466706709429,6.521816459569064,2.223505112257871,2.04831139607863,3.9471408128738403,6.801253757693551
0135 HPF CR Glut_1,2.791947342924037,1.7064335525265402,1.2947312748018982,0.528792619399143,0.7248619441349485,1.0896113627376238,0.4461443664479776,1.1010323981724592,0.5650662583166277,0.0062894417171453785,0.1110118537261336,1.0084950193973194,0.9137574841336507,0.34668967032157105,0.47923095526223924,2.6849208934010225,0.9036219107783345,0.055572501502079895,3.0926786255622245,3.0065975245829573,2.6016282915916,0.16818191472617897,0.3736828798201026,0.0,0.5368440994402257,1.7667298044564634,1.0511068959597292,1.0771223675454842,3.0183502888648897,0.6604548931427884,1.8717052518785842,2.173544898571803,1.9521716144485866,0.9691115225998825,2.4822547619394832,3.7072919962188857,1.5548903008633614,1.1693238526467946,2.3023966746703652,6.056785304065846
0136 DG Glut_1,2.029886425438139,2.396304929058229,2.3049415277283245,1.2539912081859645,1.1868580269228346,2.5542042880235734,1.1338620857879083,2.2410248754898516,1.319177565268836,0.018640058340765802,0.12234494880561496,1.8432134925044914,4.076628793352479,1.2261903997649302,1.0692747354696217,3.9221268659155233,1.4714239464802867,0.3222711696005585,4.5561388231701825,4.449830779742364,0.7592013340947747,0.6896926037206219,0.8488785104910155,0.0,0.3302349089065999,4.58250195207996,1.0919158298253824,0.9717609665267353,4.592904239255855,1.2395303043598045,1.8315405237797415,3.15946609031937,3.4000989346870427,3.110501025842469,2.3370353901848753,2.6187029447427177,1.587660706052682,1.6660442348519489,4.24709756961439,4.699941141682774
0137 DG Glut_2,2.164596930911654,1.2988107911644975,1.7787827976613622,1.0785689735985184,0.7472948833399411,1.9957415168296504,0.8605384244912461,1.9378583970365721,0.7703950607498301,0.003087120386979992,0.18794187751271232,1.2977637949110747,2.9333955652034627,1.0144783020019532,0.7639189612952927,3.0677993953315474,1.0939442805594966,0.05618903468655617,3.76845743279842,3.7917923529677746,0.3408441498408403,1.149156931870138,0.7505334279885524,0.0,0.4126914054000274,3.5583531409537814,0.802868165823521,0.5859098567033785,4.939493536462459,1.306519336554112,1.484751798357464,2.850435864453001,2.6289227069513728,2.667025329565668,2.378541674674392,1.4984249731093109,1.241664739345375,0.6727818111740326,3.748682930496552,4.183363283798645
0138 DG Glut_3,1.1358068493886608,3.843684352779784,2.2864215280010494,0.7780677203815508,1.6776825021411372,1.559705086763469,0.9224340430928464,2.39380786923452,0.6125715797867518,0.0,0.09506299584733005,1.4978492606230296,3.8593840762292695,0.19357995719830526,0.7467061256472006,2.111772519918893,2.0567178647053193,0.021874598447712626,3.5874152475372885,2.722956925012264,0.12392516947386176,0.7889791098867709,0.6138589852083768,0.0,0.2045651936432138,3.5680628653878492,0.8422890817476011,0.2750036236656157,4.3828229305655135,1.8249903026952783,1.1373257607345264,3.1918186864417617,4.39161017425822,2.1915972539498103,2.3537114700341126,0.9255440126316181,0.9060328521174514,0.7865278166854035,3.2593072296672836,4.853090202165342
0139 DG Glut_4,2.8627561736466856,2.511676207836681,2.9375156136939933,1.4815674453939156,1.5261790606572192,2.8822365083114794,1.4772878263608642,3.4273393289829657,1.4900935436467353,0.013380008384418081,0.27061825752996727,2.076907591814225,5.116018931255569,1.9407877799295152,1.2220833563684632,4.421227841796314,2.140104177521496,0.2752028417088844,4.726869501164843,5.283959132499858,1.2036651449982527,0.8906892102862162,1.456406552155628,0.0,0.5275979105742274,5.125002712692072,1.3414966492425828,0.9671418992669094,5.712779861063261,1.9635016439129944,2.2854691085268994,3.844400464680783,3.627219928497037,3.563428233032581,2.892207151782914,2.1831934996644424,2.08176119882286,1.4986872541041416,4.539781470378148,4.790676724020012
0140 DG-PIR Ex IMN_1,1.5638957023620605,1.1382642253752677,1.9198977665234638,0.686108071316955,1.3718817669858214,2.250252062274564,0.6371667718374601,1.251293905319706,0.6397134719356414,0.0,0.0735950316152265,1.8440228944183679,1.9315332289664977,0.7052663474954585,0.6450532328697943,5.136187655951387,1.4543770923409411,0.14493567969209403,5.116726993232645,4.46486246970392,0.0,0.13673269107777586,0.4390466187589912,0.0,0.34364464462444344,1.8362866319635862,1.6940135391809608,1.1960353030953357,2.815184008690619,1.1036543538493495,1.9961526829709288,2.9745738378135105,3.9131576322740123,2.069537696018014,2.8790741530797814,0.3506640054846323,1.8814208328082997,1.4893165967797721,2.75271878703948,6.260472497632427
0141 DG-PIR Ex IMN_2,2.5261266950766244,0.952602140903473,2.209538511435191,0.912295058965683,1.4260486149787903,2.3613420701026917,0.8279041882356007,1.3765393638610839,1.465759292046229,0.0,0.1812241272131602,2.0084013799826304,2.031063645283381,0.917882917324702,0.8586352018515269,4.406741537650427,1.2220553612709046,0.09937706788380941,4.680550192991893,3.4786956898371377,0.10107470790545146,2.4065598420302075,0.7758119869232177,0.0,0.44713279326756794,1.907244658867518,1.431079115072886,0.8803335440158844,3.1181867015361786,0.7548210299015046,1.4550083712736765,3.065393287738164,3.7701831622918447,3.021037246783574,2.42320610165596,1.1911190927028656,1.5526829659938812,1.7085785873730976,3.093102437655131,5.49215815504392
0142 DG-PIR Ex IMN_3,1.534008249890205,1.480946856504046,1.445735596411721,0.5339103624141416,1.1078724927742387,1.8045238016703942,0.4964827738660674,1.2917032328397868,1.2828760386845253,0.0,0.10405237181892608,1.4515349651848137,1.1697378957737758,0.5293043385670838,0.6746949623416922,4.303830585000235,0.8836965014814665,0.05022498082848235,4.082300292047043,3.3896985660052166,0.0903107973450389,0.420695707118711,0.5516369682450534,0.0,0.3529908430642922,1.838262902957767,1.2873057440006532,0.8463328430772493,2.3460486494629076,0.551058256426337,1.2145970260630772,2.7090198687334968,2.3937792065423293,1.9360047145928752,1.8830189565040545,2.254855865872772,0.7426294121662331,1.2657791655822839,3.255781813706766,5.015599447255694
0143 OB Meis2 Thsd7b Gaba_1,2.015048110105684,1.0439410225630206,1.5717519260131734,0.49404397162560443,1.819638283408467,1.532925219192377,0.7044403588951532,1.6992209249205725,1.2198301112432177,0.013152465948108052,0.11260902701909818,1.4311019819186162,2.1154159956441654,0.5102049006489253,0.6630952402175571,5.0689399302305285,1.5087992637800411,0.02597280483150003,4.37119802318426,4.251426021857078,1.2966653130561663,0.0544166644813627,0.41965613532905005,0.0,0.4953211803532126,2.7221679615615,1.185267486763959,0.788785361764419,3.5381587649909294,0.8568274076260514,1.30199055855398,2.6988025638126647,3.583897954854534,1.3824236269172911,2.6958217532990165,2.360275120791079,1.7027809408242178,1.0263296307830554,3.2120565824971927,4.938790193554544
0144 OB Meis2 Thsd7b Gaba_2,2.1558922361582518,1.8714984189718962,2.0662767980247736,0.7486838358454406,2.1389015670865774,1.5439869784750044,0.9625718197785318,2.1144389789551497,1.646494509652257,0.0,0.14839202351868153,1.891293616965413,1.5015270914882421,0.2835837281309068,0.7579611074179411,4.203002063557506,0.9938415582291782,0.03339271806180477,3.874947748146951,4.299284267239273,0.32961316406726837,0.15466248476877809,0.667937577702105,0.0,0.5080212973989546,2.6032018726691604,1.2706386456266046,0.46806521620601416,3.227370052598417,0.8956060777418315,1.5307949767448008,2.8362052058801055,3.615817862562835,1.2504929201677442,2.8461280246265233,3.3134331149049103,2.3395876567810774,1.9462930019944906,3.720377765595913,5.005105335265398
0145 OB Meis2 Thsd7b Gaba_3,2.298684332654884,0.7670668913292761,1.86225324097075,0.6296053871589621,1.3675354601805692,1.2494185353807834,0.6281533142445619,1.7219890584599786,1.6276125611418888,0.0,0.16996411585437202,2.6304992987084264,1.7785535995206685,0.7210242093535902,0.5991000338539558,4.019097464072272,1.764583595058461,0.03987239432458433,3.4698813591596376,3.58384138561901,1.5622908537869626,0.09291394633950346,0.510451052472999,0.0,0.22945140927566765,2.501211245442919,0.9061097283437463,0.9495284050857465,3.3114383529504963,0.9526140578670205,1.1988714791332502,2.3166950576663634,2.7851222932647546,1.525997315046083,2.7427445718043826,1.045522655230112,1.3054564357421559,1.3846492569681277,3.6865599217192497,6.24017533860676
0146 OB Meis2 Thsd7b Gaba_4,2.699235404135555,2.6182357456128504,1.7856895206248866,0.6305248041068559,1.6578833670039443,1.3221332963589019,0.7057589739121518,2.180848339665956,0.8765292962392172,0.0,0.030806981708447843,1.1323471906262512,2.0312488951162604,0.1304046165275011,0.6087766256304266,4.431239885566509,1.2448928524962568,0.10042305400589574,3.9005554109196394,3.8426427756790567,0.2716546712723453,0.21392335230621967,0.4213946526732768,0.0,0.28681603223524965,2.7723367108707935,1.260723928434659,0.6972691260256246,4.057404293774855,0.9906471858685699,1.2881446665367193,2.2223803757917917,4.56111210567058,1.9222211746339601,2.312108406978371,4.807745216870378,1.9794642186797826,1.2308146608965937,3.5424182844021326,4.177640703223799
0147 OB Meis2 Thsd7b Gaba_5,2.9771775912717393,2.1934333056048616,1.7493084584428964,0.6378016992996299,2.6609361757997605,2.028079955304255,0.6757296708112206,2.1436088020032873,2.0131248906661905,0.0336925683777189,0.07366760702081065,2.1688927379462237,2.0551691524318008,0.14134520129427883,0.8703054261337864,5.088017309949698,2.148279463658567,0.0336925683777189,4.790655917808658,3.929402765680532,0.8556344079189613,0.06987926347659586,0.4529156215855333,0.0,0.6005320366614503,2.0649723980596155,1.0808742293894618,0.5223865430863177,4.182616463124426,1.1830431359713194,1.8328970664185904,2.9455008454661553,4.281868147719753,1.6083045526931845,3.633783210170725,3.033877341473689,2.0415473218824043,1.432301391017893,3.9420273134617205,5.933755796463763
0148 OB Trdn Gaba_1,2.5165028418881827,2.4623702036807815,1.4810840427636143,0.48437762212561797,1.1204586637067986,1.0089393418476764,0.734265986695347,2.3272214026814964,0.5424699084347032,0.0,0.08402740189349316,0.8488036279218742,3.498835065278662,0.4122734170362174,0.5717834061886891,3.8199928860109016,1.9962260450225278,0.02954889444941019,3.1438477546814454,2.7258716400368623,0.014028626752186971,0.007112322083438735,0.3724042694252658,0.0,0.35236018010411396,1.4647403476707428,0.9276229550082042,0.224478278772898,2.555565724889916,0.6834265668708158,1.11335410554725,2.571667061752105,2.974077877749401,1.178540570190154,1.9822742661319104,4.179737813980225,1.3194200126042805,0.854528666978859,2.9936564418685485,4.174023538229456
0149 OB Trdn Gaba_2,2.510218003317447,2.2517680286269224,1.7636181855287176,0.557742568706906,1.1846490730474024,1.5968768975498286,0.7370223943952638,2.8769081733655,0.7538672329087222,0.008277755959107078,0.0840438150020768,0.9656078472691957,4.790720921595796,0.5211351547332362,0.662075188757176,4.414596656364827,1.5085505508702384,0.13116803220523301,3.6237769550367545,3.033842128190041,0.03445176174326372,0.0030141383801167436,0.5242200245281844,0.0,0.2520426653714258,1.7658476713690232,1.2147746936869497,0.4131846771635225,3.2281920734224734,0.7507207301545077,1.0958266864018533,2.5564048084211937,3.7099835602043636,1.7445145599018859,2.558543632914468,3.60676100072705,1.179427377449379,1.0554234238081082,3.3547597353033978,4.441527554828396
0150 OB-in Frmd7 Gaba_1,2.303944656296671,3.9287741709578463,1.7089482552980504,0.6042433283547451,1.1185570171556105,1.2962645784290052,0.7819151002721608,1.9475693626625923,0.915864964702328,0.0013971466561073938,0.08339841053496391,1.295574665717,2.5960744285170145,0.6454900074211803,0.6595372603504168,4.394519065010905,1.2555472388330142,0.03663926789547626,3.3629774097587153,3.386247625736665,0.026353805170173997,0.04307610440986916,0.5950501532295535,0.0,0.32306837714986175,2.0276467290359514,1.056352441598922,0.44722377060256446,3.252640276590917,1.0552807412772158,1.0881122485623758,3.1285860686704456,2.901425021712987,0.9059860676386179,2.3762080790483036,1.8439569654295147,1.460186567869027,1.5514018790535573,3.1402482886847145,4.7870892610850975
0151 OB-in Frmd7 Gaba_2,2.40100393231426,3.4539679794999443,1.4298201983416439,0.5607885479562937,0.9550991930571714,1.2797076455912644,0.7291751859107412,1.752719734424263,0.7220900000766256,0.000993578911835986,0.06632020148007493,1.2615505393622513,3.944527386512635,0.6451942191032091,0.5766363000371179,4.281950082517881,1.188620882164827,0.04347753191464826,3.3023222387817346,3.0601792534379135,0.03825501101861771,0.03345342029474283,0.5227491324837494,0.0,0.2918036220301139,2.03832063199322,0.9313056946529034,0.3367507393450889,3.346008987747189,0.8844266039620441,1.0360805150261498,2.724365754851273,2.850156089893185,0.9224480725124591,2.076879763107439,1.8189825009470595,1.0834315310799538,1.2813944280623717,2.8329411284872017,4.201141189055559
